Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2022 Melbourne R16,L vs Nadal,0.0%,-,8.3%,60.0%,19.8%,29.2%,16.7%,8.3%,16.7%,1.1%,0.0%,95,61
2021 Halle R32,L vs Nishikori,3.3%,0.0%,9.9%,57.1%,25.0%,35.7%,0.0%,10.7%,25.0%,1.2%,50.0%,71,24
2019 Dubai QF,L vs Monfils,0.0%,-,22.3%,59.0%,16.9%,22.7%,0.0%,9.8%,17.9%,1.8%,20.0%,87,53
2019 Dubai R16,W vs Kudla,0.0%,-,8.9%,100.0%,26.7%,50.0%,0.0%,13.6%,25.0%,0.0%,-,114,54
2019 Rennes CH F,W vs Hoang,0.0%,-,8.2%,66.7%,20.8%,23.8%,0.0%,14.9%,42.9%,0.0%,-,-44,-27
2018 Moscow QF,L vs Medvedev,0.0%,-,9.4%,46.7%,19.8%,29.3%,0.0%,9.4%,20.0%,2.3%,0.0%,163,97
2018 Roland Garros R128,L vs Zverev,0.0%,-,3.4%,50.0%,11.1%,14.3%,0.0%,4.3%,0.0%,2.3%,0.0%,130,56
2017 Moscow F,L vs Dzumhur,0.0%,-,20.9%,73.0%,16.2%,27.3%,33.3%,6.5%,11.1%,1.5%,50.0%,82,40
2016 Taipei CH SF,L vs Evans,3.1%,100.0%,17.3%,87.0%,20.8%,24.0%,28.6%,6.6%,7.1%,1.5%,33.3%,90,56
2016 Memphis SF,L vs Fritz,0.0%,-,12.1%,47.6%,17.9%,24.0%,0.0%,10.0%,17.6%,0.0%,-,48,63
2015 Washington R16,W vs Gabashvili,0.0%,-,4.8%,57.1%,13.2%,13.6%,0.0%,13.2%,30.8%,0.0%,-,37,58
2014 Moscow R16,W vs Raonic,0.0%,-,7.1%,83.3%,14.8%,15.0%,0.0%,19.4%,60.0%,1.0%,0.0%,68,37
2014 Australian Open R128,L vs Dolgopolov,0.0%,-,13.2%,55.6%,18.3%,20.0%,50.0%,11.8%,25.0%,0.9%,0.0%,-2,14
2013 US Open R128,L vs Djokovic,1.5%,0.0%,10.6%,46.7%,13.3%,8.3%,0.0%,6.4%,20.0%,2.7%,20.0%,-24,-24
Career (14 matches),,0.5%,40.0%,11.7%,63.8%,18.1%,24.3%,17.6%,10.3%,21.8%,1.2%,18.2%,66,41
