Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2022 Wimbledon R64,L vs Nadal,0.90,0.73,35.4,2.2,3.1%,60.9%,1.6%,60.3%,31.7%,32.1%
2022 Wimbledon R128,W vs Querrey,1.16,1.88,31.9,2.1,2.3%,68.2%,2.4%,88.1%,32.6%,39.0%
2022 Melbourne R16,L vs Nadal,0.97,0.70,49.1,2.1,9.1%,60.6%,0.0%,41.9%,43.3%,25.9%
2021 US Open R128,L vs Schwartzman,0.90,0.70,37.0,2.4,8.3%,62.5%,6.8%,52.3%,24.5%,42.6%
2021 Wimbledon R128,L vs Harris,0.89,0.70,36.6,2.0,0.0%,56.9%,3.2%,65.1%,25.9%,36.4%
2021 Halle R32,L vs Nishikori,0.75,0.74,52.5,2.6,5.6%,69.4%,6.9%,55.2%,45.0%,27.0%
2021 Roland Garros R32,L vs Djokovic,0.71,0.36,18.6,2.0,0.0%,43.6%,2.8%,58.3%,24.3%,26.7%
2021 Roland Garros R64,W vs Duckworth,1.08,1.41,45.1,3.1,5.2%,70.7%,9.4%,69.8%,43.3%,33.9%
2021 Roland Garros R128,W vs Humbert,1.16,1.24,42.7,2.0,1.4%,50.0%,5.8%,72.5%,46.9%,36.1%
2021 Australian Open R64,L vs Khachanov,0.91,0.50,23.3,2.0,3.6%,57.1%,3.8%,56.6%,17.1%,30.6%
2021 Australian Open R128,W vs Nagal,1.19,1.48,29.7,2.3,1.9%,64.8%,1.9%,61.5%,45.1%,46.8%
2020 Roland Garros R64,L vs Djokovic,0.65,0.33,19.2,2.1,0.0%,46.7%,0.0%,52.2%,17.1%,35.5%
2020 Roland Garros R128,W vs Dellien,1.12,1.48,34.0,2.2,0.0%,58.5%,6.1%,75.5%,41.7%,46.7%
2020 US Open R32,L vs Carreno Busta,1.04,0.69,31.1,2.6,4.5%,47.7%,2.4%,54.8%,26.8%,38.9%
2020 US Open R64,W vs Johnson,1.07,1.48,35.6,2.5,14.3%,76.8%,9.3%,72.2%,28.6%,43.3%
2020 US Open R128,W vs Gaio,1.04,1.24,44.7,3.1,3.2%,67.7%,7.0%,66.7%,38.9%,39.7%
2020 Australian Open R64,L vs Querrey,1.03,0.75,46.1,2.5,4.2%,56.9%,6.3%,70.3%,23.7%,30.2%
2020 Australian Open R128,W vs Carballes Baena,1.06,1.63,29.9,2.9,4.8%,61.9%,5.1%,71.8%,53.7%,48.6%
2019 US Open R64,L vs Carreno Busta,1.03,0.78,36.4,3.0,3.2%,54.0%,5.2%,51.7%,31.3%,40.0%
2019 US Open R128,W vs Vesely,1.10,1.19,55.6,30.2,5.6%,65.2%,10.5%,67.1%,39.0%,34.4%
2022 (3 matches),,1.00,0.93,37.4,2.1,4.3%,63.1%,1.5%,64.7%,34.5%,33.1%
2021 (8 matches),,0.97,0.88,36.3,2.3,3.0%,59.1%,5.0%,62.7%,35.0%,35.7%
2020 (7 matches),,1.02,1.04,36.3,2.5,4.7%,60.7%,5.8%,67.7%,33.1%,40.3%
2019 (37 matches),,1.08,1.16,51.9,2.8,4.6%,64.1%,4.9%,62.4%,39.0%,40.1%
2018 (53 matches),,1.03,1.06,55.8,2.7,5.1%,66.5%,5.1%,63.9%,35.9%,36.1%
Career (331 matches),,1.03,1.07,51.8,2.7,4.8%,64.2%,4.8%,63.3%,37.2%,38.0%
