Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,11,Hard,27,16,11,59.3%,7,3,4,42.9%,2011,2022,R32,27,1.05,6.4%,3.4%,57.3%,70.7%,53.2%,63.2%,38.5%,61.8%,40.3%
Roland Garros,12,Clay,20,8,12,40.0%,5,2,3,40.0%,2010,2023,R32,19,0.88,4.8%,3.8%,59.7%,64.2%,49.6%,58.3%,36.7%,54.4%,35.1%
Wimbledon,12,Grass,22,10,12,45.5%,11,4,7,36.4%,2010,2023,R64,18,1.06,6.4%,3.8%,60.8%,72.9%,57.3%,66.8%,35.2%,68.1%,34.6%
US Open,13,Hard,27,14,13,51.9%,13,11,2,84.6%,2010,2022,R32,27,0.96,5.7%,5.3%,53.9%,70.0%,50.8%,61.1%,37.4%,57.7%,35.6%
Olympics,1,,1,0,1,0.0%,0,0,0,-,2016,2016,R64,1,0.38,0.0%,16.7%,50.0%,44.4%,11.1%,27.8%,27.8%,40.0%,0
Davis Cup,13,,38,32,6,84.2%,16,10,6,62.5%,2009,2024,,10,1.36,6.4%,3.2%,61.7%,75.5%,58.2%,68.9%,42.5%,77.3%,43.8%
s Hertogenbosch,3,Grass,5,2,3,40.0%,1,0,1,0.0%,2013,2023,R32,5,0.96,5.0%,4.6%,57.3%,68.2%,52.7%,61.6%,37.0%,62.5%,45.0%
Sofia,2,Hard,3,1,2,33.3%,1,0,1,0.0%,2016,2022,R16,3,0.91,4.0%,5.4%,51.1%,71.1%,48.6%,60.1%,36.3%,66.7%,42.9%
Canada Masters,5,Hard,8,3,5,37.5%,4,1,3,25.0%,2013,2022,R64,8,0.89,3.8%,4.3%,57.5%,67.9%,51.6%,61.0%,34.9%,65.7%,42.6%
Atlanta,7,Hard,14,7,7,50.0%,10,6,4,60.0%,2011,2022,QF,14,1.01,8.7%,7.1%,52.8%,75.0%,52.5%,64.4%,36.0%,63.4%,38.5%
Hamburg,2,Clay,4,1,3,25.0%,1,1,0,100.0%,2021,2022,R32,4,0.91,3.7%,4.2%,61.6%,65.4%,45.8%,57.9%,38.3%,50.0%,36.0%
Geneva,4,Clay,4,0,4,0.0%,1,1,0,100.0%,2015,2022,R32,4,0.84,2.5%,1.4%,61.1%,68.2%,54.5%,62.9%,31.1%,52.0%,18.2%
