Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2022 Wimbledon R64,L vs Nadal,104.8,110.6,8.8,111.5,107.5,125,92,92.8,4.7,90.8,92.0,101,81
2021 US Open R128,L vs Schwartzman,106.4,112.4,8.5,113.2,109.6,121,66,88.8,9.3,94.5,85.3,102,66
2020 US Open R32,L vs Carreno Busta,101.9,109.7,8.1,112.7,105.8,119,88,91.3,5.3,91.9,91.0,103,81
2019 Roland Garros R128,L vs Goffin,102.0,108.7,8.8,,,118,83,87.1,4.7,,,93,77
2018 US Open R128,L vs Chung,106.5,113.7,8.7,117.8,106.3,128,88,94.0,6.5,99.6,91.6,105,80
2016 US Open R64,L vs Thiem,100.1,107.4,9.0,109.4,102.9,120,81,91.2,5.9,96.8,86.2,105,80
2016 Roland Garros R128,L vs Mahut,98.1,109.0,6.1,,,115,87,86.8,7.1,,,98,72
2015 US Open R64,L vs Goffin,105.7,115.2,7.7,,,127,77,93.7,6.5,,,108,79
2015 Wimbledon R64,L vs Cilic,108.0,116.5,4.5,,,124,102,94.5,5.7,,,113,84
2013 US Open R128,L vs Djokovic,107.5,,,,,126,,,,,,,81
2013 Roland Garros R128,L vs Benneteau,108.7,,,,,129,,,,,,,82
2013 Australian Open R32,L vs Murray,107.7,,,,,129,,,,,,,78
2013 Australian Open R64,W vs Mayer,108.6,,,,,127,,,,,,,84
2011 Australian Open R32,L vs Ferrer,104.7,112.7,9.6,,,125,83,92.7,6.7,,,104,80
2011 Australian Open R64,W vs Nalbandian,108.1,119.0,5.2,,,124,101,92.7,6.1,,,101,78
2011 Australian Open R128,W vs Matosevic,107.7,115.8,5.8,,,124,96,93.8,7.6,,,105,70
Career (16 matches),,105.8,112.9,7.6,113.1,106.9,129,66,92.3,6.2,93.9,89.0,113,66
