Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2025 Bogota R32,L vs Chang,8% (1/12),100% (1/1),0/3,46% (6/13),17% (1/6),0/0,0/0,0/2,0/0,0/1
2024 US Open R64,L vs Potapova,30% (3/10),33% (1/3),1/3,44% (4/9),25% (1/4),0/1,0/0,1/1,0/0,1/1
2021 Roland Garros R64,L vs Muchova,33% (3/9),0% (0/3),0/1,50% (5/10),40% (2/5),0/0,0/0,0/2,0/0,0/1
2021 Roland Garros R128,W vs Zhang,56% (5/9),80% (4/5),1/1,33% (3/9),67% (2/3),2/3,1/1,0/0,1/1,0/0
2020 Roland Garros R128,L vs Strycova,30% (3/10),67% (2/3),1/3,80% (8/10),38% (3/8),1/2,0/1,0/2,0/0,0/1
2019 US Open R128,L vs Peng,40% (4/10),75% (3/4),1/3,50% (5/10),0% (0/5),1/3,0/1,1/2,0/0,1/1
2019 W100 Vancouver R32,L vs Fernandez,27% (4/15),100% (4/4),0/4,46% (6/13),17% (1/6),1/3,0/1,0/0,0/0,0/0
2019 Bucharest R32,L vs Di Giuseppe,47% (7/15),57% (4/7),2/5,47% (7/15),29% (2/7),3/4,1/1,0/0,0/0,0/0
2019 S-Hertogenbosch R32,L vs Rybakina,10% (1/10),100% (1/1),0/4,56% (5/9),20% (1/5),0/0,0/0,1/1,0/0,1/1
2019 Roland Garros R128,L vs Zhang,0% (0/7),- (0/0),0/4,71% (5/7),0% (0/5),0/0,0/0,1/2,0/0,0/1
2019 W80 Cagnes Sur Mer R16,W vs Gracheva,36% (4/11),100% (4/4),0/2,27% (3/11),33% (1/3),3/4,2/2,1/1,1/1,0/0
2019 W80 Cagnes Sur Mer R32,W vs Tomova,63% (5/8),100% (5/5),0/1,25% (2/8),50% (1/2),4/5,2/2,0/0,1/1,0/0
2019 Rabat R16,L vs Van Uytvanck,25% (2/8),50% (1/2),0/3,75% (6/8),17% (1/6),1/1,0/0,0/2,0/0,0/1
2019 Rabat R32,W vs Sorribes Tormo,56% (5/9),100% (5/5),2/2,56% (5/9),60% (3/5),3/4,1/1,0/0,1/1,0/0
2019 Bogota R16,L vs Anisimova,30% (3/10),100% (3/3),0/3,60% (6/10),17% (1/6),1/3,0/0,1/3,0/0,0/1
2019 Bogota R32,W vs Kostova,88% (7/8),71% (5/7),1/1,38% (3/8),67% (2/3),3/4,1/1,0/0,0/0,0/0
2019 Charleston R64,L vs Petkovic,38% (3/8),33% (1/3),0/3,75% (6/8),17% (1/6),1/1,0/0,0/2,0/0,0/1
2019 Guadalajara R32,L vs Perrin,11% (1/9),0% (0/1),0/3,38% (3/8),0% (0/3),0/0,0/0,1/1,0/0,0/0
2019 Indian Wells 125K R32,L vs Sorribes Tormo,40% (4/10),100% (4/4),2/5,70% (7/10),14% (1/7),1/4,0/2,0/1,0/0,0/1
2019 Indian Wells 125K R64,W vs Baindl,57% (4/7),100% (4/4),0/0,13% (1/8),100% (1/1),3/3,1/1,0/0,1/1,0/0
2025 (1 matches),,8.3%,100.0%,0.0%,46.2%,16.7%,-,-,0.0%,-,0.0%
2024 (1 matches),,30.0%,33.3%,33.3%,44.4%,25.0%,0.0%,-,100.0%,-,100.0%
2021 (2 matches),,44.4%,50.0%,50.0%,42.1%,50.0%,66.7%,100.0%,0.0%,100.0%,0.0%
2020 (1 matches),,30.0%,66.7%,33.3%,80.0%,37.5%,50.0%,0.0%,0.0%,-,0.0%
2019 (17 matches),,37.5%,76.2%,17.3%,50.0%,21.7%,60.5%,66.7%,45.0%,100.0%,33.3%
Career (281 matches),,43.5%,74.2%,30.8%,46.8%,24.0%,64.4%,66.1%,58.4%,65.4%,56.2%
