Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2025 Bogota R32,L vs Chang,13.7%,25.3%,47.5%,14.3%,23.8%,48.1%,3.6%,31.4%,50.0%,13.3%,30.0%,46.2%,0.0%,64.3%,0.0%,-28
2018 Indian Wells R128,L vs Sabalenka,22.8%,29.8%,34.2%,20.6%,32.4%,37.0%,26.1%,72.7%,100.0%,35.3%,35.3%,27.3%,0.0%,60.0%,25.0%,181
2016 Eastbourne R64,L vs Bouchard,22.5%,27.5%,27.6%,28.6%,38.1%,26.7%,36.4%,40.0%,100.0%,17.6%,17.6%,28.6%,0.0%,10.0%,0.0%,23
2016 Brisbane QF,L vs Suarez Navarro,23.5%,32.6%,38.7%,27.9%,38.4%,40.3%,29.3%,53.3%,50.0%,18.4%,26.3%,35.5%,0.0%,44.4%,75.0%,56
2016 Brisbane R32,W vs Schmiedlova,20.9%,37.2%,55.9%,25.0%,46.4%,76.2%,54.5%,52.9%,50.0%,13.3%,20.0%,23.1%,0.0%,66.7%,100.0%,-104
2015 Eastbourne R64,L vs Watson,16.4%,23.0%,36.7%,16.3%,23.3%,41.7%,33.3%,32.0%,66.7%,18.8%,25.0%,23.1%,0.0%,0.0%,0.0%,30
2015 Birmingham R64,L vs Azarenka,20.0%,32.5%,47.5%,22.6%,35.8%,41.5%,21.4%,36.0%,0.0%,16.7%,29.2%,60.0%,0.0%,11.1%,0.0%,30
2015 Roland Garros R128,L vs Keys,20.9%,25.4%,42.0%,27.1%,33.3%,42.9%,5.0%,64.3%,100.0%,6.3%,6.3%,40.0%,11.1%,85.7%,100.0%,-58
2015 Indian Wells R32,L vs Halep,13.5%,20.2%,44.6%,17.9%,25.0%,45.7%,10.7%,57.1%,71.4%,6.7%,13.3%,42.9%,0.0%,76.5%,60.0%,-47
2015 Indian Wells R64,W vs Vickery,13.6%,25.0%,65.7%,16.1%,25.8%,61.5%,26.7%,12.5%,-,10.0%,30.0%,77.8%,0.0%,83.3%,-,-23
2014 Luxembourg QF,L vs Allertova,16.8%,24.2%,48.0%,17.5%,28.1%,57.4%,25.9%,66.7%,83.3%,17.6%,20.6%,32.1%,5.0%,64.3%,50.0%,23
2014 Tianjin QF,L vs Riske Amritraj,11.0%,17.8%,49.2%,14.6%,25.0%,51.2%,28.6%,25.9%,60.0%,4.3%,4.3%,45.5%,0.0%,46.2%,50.0%,-73
2014 Rome R16,L vs Williams,13.6%,18.2%,32.4%,19.2%,23.1%,28.6%,10.0%,31.3%,20.0%,5.9%,11.8%,37.5%,0.0%,66.7%,100.0%,-55
2013 Brisbane R32,L vs Svitolina,22.8%,29.8%,30.8%,35.5%,41.9%,35.0%,40.0%,37.5%,33.3%,9.5%,19.0%,26.3%,27.3%,50.0%,0.0%,-30
2012 Wimbledon R32,L vs Kvitova,14.3%,22.9%,33.3%,10.5%,21.1%,29.4%,44.4%,30.0%,100.0%,30.0%,40.0%,42.9%,16.7%,75.0%,50.0%,97
Last 52 Weeks (1 matches),,13.7%,25.3%,47.5%,14.3%,23.8%,48.1%,3.6%,31.4%,50.0%,13.3%,30.0%,46.2%,0.0%,64.3%,0.0%,-28
Career (15 matches),,17.9%,26.3%,43.1%,21.0%,30.7%,45.4%,23.9%,44.2%,54.8%,14.5%,21.4%,39.0%,3.8%,50.3%,45.2%,26
