Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2024 US Open R64,L vs Potapova,86.8,91.8,6.4,94.1,89.6,101,74,78.5,4.3,82.0,78.3,89,70
2024 US Open R128,W vs Fruhvirtova,90.8,100.5,0.5,,,101,100,81.0,3.0,78.0,84.0,84,78
2019 Roland Garros R128,L vs Zhang,84.7,90.8,5.9,,,98,77,76.9,3.7,,,85,71
2018 Wimbledon R128,L vs Wozniacki,88.8,91.7,3.5,92.3,92.1,98,82,82.5,5.4,81.0,83.0,91,74
2017 Australian Open R64,L vs Duan,83.8,85.7,5.0,87.0,84.6,97,73,77.7,6.9,81.0,84.5,101,66
2016 US Open R32,L vs Konjuh,91.7,96.0,4.1,96.6,93.2,102,86,86.0,3.2,84.3,85.0,93,79
2016 US Open R64,W vs Bacsinszky,90.5,94.1,4.0,94.7,92.5,104,84,83.2,3.7,82.0,81.0,90,77
2016 Wimbledon R64,L vs Kerber,93.3,95.0,4.3,94.5,94.3,101,86,85.4,6.7,83.0,85.5,93,73
2016 Australian Open R32,L vs Zhang,91.2,94.0,3.1,,,100,87,85.2,3.6,,,93,78
2015 US Open R16,L vs Azarenka,92.1,95.8,2.9,,,100,89,86.5,4.3,,,94,77
2015 US Open R32,W vs Barthel,87.9,92.4,4.3,,,101,80,79.3,4.2,,,88,70
2015 US Open R64,W vs Tsurenko,89.5,94.0,4.4,,,103,84,79.7,3.8,,,89,74
2015 US Open R128,W vs Flipkens,88.8,93.0,5.1,,,102,80,78.3,2.6,,,81,71
2015 Roland Garros R128,L vs Keys,91.5,93.6,4.5,,,103,85,84.7,3.2,,,89,78
2015 Australian Open R32,L vs Radwanska,88.3,92.7,5.0,,,102,83,81.6,3.6,,,86,72
2015 Australian Open R64,W vs Tomljanovic,92.5,96.4,4.9,,,103,82,85.0,3.0,,,92,80
2014 US Open R32,L vs Williams,90.2,95.5,6.0,,,104,82,82.2,3.1,,,87,75
2014 US Open R64,W vs Barthel,89.1,94.2,5.4,,,103,85,82.7,5.2,,,96,75
2014 Roland Garros R64,L vs Kerber,88.3,91.1,6.5,,,100,75,79.6,1.6,,,83,77
2014 Roland Garros R128,W vs Cetkovska,86.1,90.4,7.9,,,103,62,74.9,4.5,,,80,66
Career (37 matches),,88.5,92.0,5.7,93.1,90.6,105,60,80.7,4.2,82.4,82.5,101,61
