Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2025 Bogota R32,L vs Chang,4.5,4.9,4.1,52.1%,36.8%,70.6%,19.0%,53.6%,5.1%,-4.0,-2.3,-11.5,-8.0
2018 Indian Wells R128,L vs Sabalenka,3.2,2.8,3.5,45.7%,36.1%,37.5%,50.0%,58.9%,10.8%,-1.0,-1.1,-3.0,-5.3
2016 Eastbourne R64,L vs Bouchard,3.2,3.1,3.3,36.4%,37.5%,28.6%,100.0%,53.0%,7.4%,-4.0,-6.9,-8.5,-17.3
2016 Brisbane QF,L vs Suarez Navarro,4.4,4.2,4.6,48.9%,50.0%,48.1%,45.5%,45.3%,1.7%,8.5,4.4,-7.0,-3.0
2016 Brisbane R32,W vs Schmiedlova,4.2,4.4,4.1,67.9%,56.0%,50.0%,46.2%,61.6%,0.0%,3.5,2.8,1.5,2.0
2015 Eastbourne R64,L vs Watson,4.3,4.1,4.5,41.8%,51.4%,36.8%,60.0%,46.1%,2.9%,-1.5,-1.3,-12.0,-9.0
2015 Birmingham R64,L vs Azarenka,2.8,3.2,2.3,46.3%,42.3%,61.5%,0.0%,47.8%,3.6%,8.0,10.5,-1.0,-1.3
2015 Roland Garros R128,L vs Keys,4.2,4.5,3.9,42.9%,43.2%,47.4%,60.0%,47.1%,0.8%,10.5,9.5,-11.0,-9.1
2015 Indian Wells R32,L vs Halep,4.9,5.5,4.3,42.0%,56.3%,42.1%,36.7%,53.4%,1.6%,2.5,1.2,-2.5,-1.4
2015 Indian Wells R64,W vs Vickery,5.1,5.3,5.0,57.1%,78.9%,42.9%,50.0%,48.0%,0.8%,12.0,10.1,7.0,5.6
2014 Luxembourg QF,L vs Allertova,4.6,4.7,4.4,49.5%,52.9%,23.8%,45.5%,55.0%,3.9%,2.0,0.9,-17.0,-9.9
2014 Tianjin QF,L vs Riske Amritraj,5.5,5.6,5.4,43.8%,50.0%,53.8%,47.4%,37.8%,1.7%,2.5,1.8,-8.5,-3.9
2014 Rome R16,L vs Williams,4.1,4.9,3.3,39.2%,26.3%,38.1%,40.0%,51.9%,2.6%,-6.5,-7.8,-2.5,-3.3
2013 Brisbane R32,L vs Svitolina,3.6,3.6,3.6,47.0%,44.8%,18.2%,28.6%,63.8%,5.1%,-5.0,-4.9,-3.5,-6.4
2012 Wimbledon R32,L vs Kvitova,2.5,2.7,2.3,31.1%,50.0%,25.0%,-,60.0%,21.4%,0.0,0.0,3.0,13.6
Last 52 Weeks (1 matches),,4.5,4.9,4.1,52.1%,36.8%,70.6%,19.0%,53.6%,5.1%,-4.0,-2.3,-11.5,-8.0
Career (15 matches),,4.2,4.3,4.0,46.4%,47.6%,43.6%,42.5%,50.8%,3.1%,1.8,1.5,-5.1,-4.4
