Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2025 Bogota R32,L vs Chang,0.0%,-,2.9%,80.0%,9.0%,10.9%,0.0%,6.6%,10.0%,0.3%,0.0%,-2,11
2018 Indian Wells R128,L vs Sabalenka,0.0%,-,3.1%,75.0%,10.3%,15.4%,50.0%,5.6%,20.0%,0.6%,0.0%,-67,-22
2016 Eastbourne R64,L vs Bouchard,0.0%,-,2.3%,50.0%,14.3%,16.7%,0.0%,9.7%,0.0%,2.6%,33.3%,53,51
2016 Brisbane QF,L vs Suarez Navarro,0.0%,-,6.1%,57.1%,12.4%,18.8%,14.3%,8.2%,20.0%,0.2%,0.0%,1,24
2016 Brisbane R32,W vs Schmiedlova,0.0%,-,6.7%,100.0%,14.8%,30.4%,8.3%,6.4%,25.0%,0.0%,-,97,69
2015 Eastbourne R64,L vs Watson,0.0%,-,3.1%,0.0%,9.3%,8.7%,25.0%,1.1%,0.0%,0.4%,100.0%,21,11
2015 Birmingham R64,L vs Azarenka,0.0%,-,0.7%,0.0%,23.1%,50.0%,25.0%,12.7%,33.3%,0.0%,-,182,89
2015 Roland Garros R128,L vs Keys,0.0%,-,3.7%,80.0%,14.6%,10.0%,14.3%,4.1%,16.7%,0.0%,-,-32,-11
2015 Indian Wells R32,L vs Halep,0.0%,-,7.0%,53.8%,10.7%,19.5%,8.3%,9.7%,26.3%,0.0%,-,17,14
2015 Indian Wells R64,W vs Vickery,0.0%,-,1.0%,0.0%,15.3%,31.0%,16.7%,7.1%,11.1%,0.0%,-,32,32
2014 Luxembourg QF,L vs Allertova,0.0%,-,5.1%,30.0%,6.8%,14.3%,4.2%,2.5%,0.0%,0.5%,0.0%,-32,-33
2014 Tianjin QF,L vs Riske Amritraj,0.0%,-,3.4%,60.0%,9.9%,20.0%,9.5%,5.4%,4.8%,0.3%,0.0%,-18,-21
2014 Rome R16,L vs Williams,0.0%,-,2.1%,100.0%,7.4%,7.1%,0.0%,3.4%,10.0%,0.0%,-,-16,-48
2013 Brisbane R32,L vs Svitolina,0.0%,-,8.8%,70.0%,9.0%,14.3%,0.0%,9.8%,40.0%,1.2%,0.0%,90,91
2012 Wimbledon R32,L vs Kvitova,0.0%,-,4.9%,25.0%,12.5%,16.7%,0.0%,35.7%,25.0%,0.0%,-,68,55
Last 52 Weeks (1 matches),,0.0%,-,2.9%,80.0%,9.0%,10.9%,0.0%,6.6%,10.0%,0.3%,0.0%,-2,11
Career (15 matches),,0.0%,-,4.2%,57.5%,11.3%,18.6%,10.6%,6.6%,14.5%,0.3%,16.7%,15,14
