Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,2,Grass,5,3,2,60.0%,0,0,0,-,1965,1969,SF,0,,,,,,,,,,
Roland Garros,11,Clay,53,44,9,83.0%,0,0,0,-,1965,1969,W,0,,,,,,,,,,
Wimbledon,14,Grass,70,57,13,81.4%,0,0,0,-,1956,1969,W,0,,,,,,,,,,
US Open,11,Clay,47,37,10,78.7%,0,0,0,-,1957,1975,F,0,,,,,,,,,,
Wightman Cup,12,Grass,21,10,11,47.6%,0,0,0,-,1957,1970,W,0,,,,,,,,,,
Fed Cup,6,,17,10,7,58.8%,0,0,0,-,1963,1970,,0,,,,,,,,,,
Torquay,12,Carpet,47,40,7,85.1%,1,1,0,100.0%,1978,1978,W,0,,,,,,,,,,
Bournemouth,11,Clay,49,42,7,85.7%,0,0,0,-,1957,1970,W,0,,,,,,,,,,
Newport Wales,9,Grass,28,22,6,78.6%,0,0,0,-,1955,1970,W,0,,,,,,,,,,
Sutton,7,Clay,35,32,3,91.4%,0,0,0,-,1960,1970,W,0,,,,,,,,,,
Beckenham,7,Grass,23,17,6,73.9%,0,0,0,-,1963,1983,W,0,,,,,,,,,,
London,6,Carpet,20,17,3,85.0%,3,2,1,66.7%,1962,1970,W,0,,,,,,,,,,
