Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,176,140,36,79.5%,296-92,76.3%,2113-1192,63.9%,1-0,100.0%,0,,,,,,,,,,,
Clay,419,355,64,84.7%,725-149,83.0%,4897-2206,68.9%,0-1,0.0%,0,,,,,,,,,,,
Grass,424,337,87,79.5%,706-214,76.7%,5097-2805,64.5%,0-1,0.0%,0,,,,,,,,,,,
Carpet,234,193,41,82.5%,392-99,79.8%,2776-1413,66.3%,7-4,63.6%,0,,,,,,,,,,,
Grand Slams,174,140,34,80.5%,297-85,77.7%,2150-1185,64.5%,0-0,-,0,,,,,,,,,,,
Finals,229,132,97,57.6%,298-216,58.0%,2602-2188,54.3%,1-2,33.3%,0,,,,,,,,,,,
Semi-finals,302,221,81,73.2%,466-188,71.3%,3493-2320,60.1%,2-1,66.7%,0,,,,,,,,,,,
Quarter-finals,285,260,25,91.2%,527-72,88.0%,3508-1417,71.2%,2-0,100.0%,0,,,,,,,,,,,
vs Righties,625,417,208,66.7%,898-483,65.0%,7237-5455,57.0%,6-3,66.7%,0,,,,,,,,,,,
vs Lefties,33,32,1,97.0%,64-3,95.5%,398-125,76.1%,0-0,-,0,,,,,,,,,,,
