Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2023 Hua Hin R32,W vs Tararudee,78% (7/9),100% (7/7),3/4,44% (4/9),0% (0/4),4/7,2/2,0/0,1/1,0/0
2022 Wimbledon R128,L vs Jabeur,13% (1/8),0% (0/1),0/3,63% (5/8),20% (1/5),0/0,0/0,1/2,0/0,1/1
2019 W25 Ystad SF,L vs Hogenkamp,41% (7/17),71% (5/7),1/4,33% (6/18),17% (1/6),3/5,1/3,1/3,0/2,1/2
2019 W25 Ystad R16,W vs Kan,40% (4/10),100% (4/4),1/1,30% (3/10),67% (2/3),4/4,2/3,0/0,1/1,0/0
2019 W25 Minsk QF,L vs Jones,33% (3/9),33% (1/3),0/4,50% (4/8),0% (0/4),0/1,0/0,2/2,0/0,1/1
2019 W25 Rome R16,L vs Fourlis,60% (6/10),50% (3/6),2/6,78% (7/9),14% (1/7),0/3,0/0,0/0,0/0,0/0
2019 W25 Rome R32,W vs Dinu,75% (6/8),83% (5/6),2/2,22% (2/9),0% (0/2),4/5,2/2,0/0,1/1,0/0
2019 W25 Santa Margherita Di Pula F,W vs Ce,64% (7/11),100% (7/7),4/5,60% (6/10),17% (1/6),2/6,0/2,0/0,0/1,0/0
2019 W25 Santa Margherita Di Pula SF,W vs Yerolymos,64% (9/14),78% (7/9),2/5,40% (6/15),17% (1/6),2/6,1/1,1/1,1/1,0/0
2019 W25 Santa Margherita Di Pula QF,W vs Scholl,56% (5/9),100% (5/5),2/2,33% (3/9),33% (1/3),3/5,2/2,0/0,1/1,0/0
2019 W25 Santa Margherita Di Pula R16,W vs Kan,69% (11/16),73% (8/11),3/7,50% (8/16),13% (1/8),2/6,0/0,1/1,0/0,0/0
2019 W25 Obidos R16,L vs Dunne,40% (4/10),25% (1/4),0/3,40% (4/10),25% (1/4),1/1,0/0,2/2,0/0,0/0
2019 W25 Obidos R32,W vs Guerrero Alvarez,50% (4/8),100% (4/4),0/0,0% (0/8),- (0/0),3/3,1/1,0/0,1/1,0/0
2019 W15 Tabarka F,W vs Skamlova,89% (8/9),100% (8/8),4/4,63% (5/8),20% (1/5),3/6,0/0,0/0,0/0,0/0
2019 W15 Tabarka QF,W vs Steur,86% (6/7),100% (6/6),1/1,43% (3/7),67% (2/3),5/6,2/2,0/0,1/1,0/0
2019 W15 Tabarka R16,W vs Spigarelli,100% (7/7),100% (7/7),1/1,17% (1/6),0% (0/1),4/5,0/0,0/0,0/0,0/0
2019 W15 Tabarka R32,W vs Orlova,88% (7/8),86% (6/7),2/2,38% (3/8),33% (1/3),5/6,2/2,0/0,1/1,0/0
2019 W15 Monastir R16,L vs Hartono,57% (8/14),75% (6/8),3/6,57% (8/14),13% (1/8),4/6,1/1,1/2,0/0,0/1
2019 W15 Monastir R32,W vs Visscher,80% (8/10),100% (8/8),2/3,45% (5/11),20% (1/5),7/8,2/2,0/1,1/1,0/0
2019 W15 Monastir F,W vs Papamichail,53% (8/15),75% (6/8),2/6,54% (7/13),14% (1/7),3/5,0/1,2/2,0/1,1/1
2023 (1 matches),,77.8%,100.0%,75.0%,44.4%,0.0%,57.1%,100.0%,-,100.0%,-
2022 (1 matches),,12.5%,0.0%,0.0%,62.5%,20.0%,-,-,50.0%,-,100.0%
2019 (30 matches),,63.0%,83.7%,53.1%,41.2%,29.2%,70.5%,79.5%,76.2%,72.7%,50.0%
2017 (31 matches),,59.0%,76.7%,45.5%,48.0%,20.5%,61.4%,65.6%,56.7%,72.7%,54.5%
2016 (2 matches),,56.3%,77.8%,20.0%,56.3%,22.2%,57.1%,66.7%,0.0%,100.0%,0.0%
Career (67 matches),,60.3%,80.2%,47.9%,46.1%,24.4%,65.6%,74.4%,62.5%,75.0%,52.6%
