Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2023 Hua Hin R32,W vs Tararudee,15.1%,18.9%,45.5%,15.0%,17.5%,41.2%,52.4%,47.4%,60.0%,16.7%,25.0%,60.0%,0.0%,75.0%,100.0%,-11
2022 ITF Bronx SF,W vs Waltert,25.5%,34.5%,46.3%,24.3%,35.1%,57.1%,47.6%,12.5%,33.3%,27.8%,33.3%,23.1%,66.7%,25.0%,50.0%,-104
2022 Australian Open Q3,W vs Volynets,19.4%,27.8%,37.5%,22.0%,34.1%,34.4%,40.9%,47.4%,60.0%,17.2%,20.7%,41.7%,33.3%,64.7%,75.0%,-26
Career (3 matches),,20.0%,27.2%,42.6%,20.3%,28.8%,43.6%,46.9%,37.0%,53.8%,20.3%,25.4%,40.4%,36.4%,54.1%,71.4%,-45
