Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2024,3,0,3,0.0%,0-4,0.0%,8-24,25.0%,0-0,-,2,27.3%,33.3%,0.0%,3.5%,53.5%,47.8%,37.5%,43.0%,42.1%,42.6%,0.74,R32 (3x)
2023,13,9,4,69.2%,20-10,66.7%,162-123,56.8%,2-3,40.0%,4,52.7%,54.5%,0.8%,2.4%,68.3%,53.9%,41.7%,50.0%,50.1%,50.1%,1.00,W (W100 Ilkley)
2022,30,19,11,63.3%,37-27,57.8%,305-282,52.0%,1-2,33.3%,7,55.6%,36.0%,0.9%,2.2%,73.6%,53.7%,47.3%,52.0%,45.8%,48.8%,0.96,W (W25 Orlando FL)
2021,39,25,14,64.1%,56-35,61.5%,457-378,54.7%,6-2,75.0%,1,37.5%,12.5%,0.0%,4.2%,66.7%,50.0%,31.3%,43.8%,29.8%,36.8%,0.53,W (2x)
2020,11,5,6,45.5%,10-12,45.5%,95-109,46.6%,0-0,-,2,40.9%,42.9%,1.3%,3.9%,59.2%,51.1%,40.3%,46.7%,43.5%,45.3%,0.82,QF (W25 Zagreb)
2019,53,39,14,73.6%,84-34,71.2%,642-434,59.7%,9-4,69.2%,2,62.5%,30.3%,4.0%,1.8%,70.2%,59.5%,38.8%,53.3%,43.9%,48.6%,0.94,W (4x)
2018,37,24,13,64.9%,50-31,61.7%,408-307,57.1%,5-2,71.4%,0,,,,,,,,,,,,W (Brussels $15K)
2017,46,28,18,60.9%,63-37,63.0%,494-396,55.5%,3-3,50.0%,0,,,,,,,,,,,,W (Knokke $15K)
2016,3,1,2,33.3%,2-4,33.3%,21-28,42.9%,0-0,-,0,,,,,,,,,,,,R16 (Stockholm $10K)
2015,3,0,3,0.0%,1-6,14.3%,22-38,36.7%,0-0,-,0,,,,,,,,,,,,R32 (3x)
2014,3,1,2,33.3%,2-4,33.3%,21-30,41.2%,0-0,-,0,,,,,,,,,,,,R16 (Bastad 10K)
Career,241,151,90,62.7%,325-204,61.4%,2635-2149,55.1%,26-16,61.9%,18,52.2%,39.5%,1.3%,2.5%,68.7%,54.0%,42.1%,50.3%,45.8%,48.1%,0.92,
