Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,13,5,8,38.5%,14-18,43.8%,155-158,49.5%,0-3,0.0%,13,69.9%,31.0%,3.1%,1.4%,70.6%,59.0%,53.7%,57.5%,41.7%,49.8%,0.98
Clay,7,3,4,42.9%,7-9,43.8%,80-77,51.0%,1-4,20.0%,7,60.5%,43.4%,2.5%,2.7%,65.1%,59.7%,44.5%,54.4%,47.3%,50.8%,1.04
Grass,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,1,50.0%,0.0%,0.0%,6.1%,61.2%,63.3%,31.6%,51.0%,17.5%,36.0%,0.36
Grand Slams,3,0,3,0.0%,1-6,14.3%,27-41,39.7%,0-2,0.0%,3,61.8%,21.2%,0.8%,1.1%,68.1%,57.5%,44.0%,53.2%,37.3%,46.2%,0.80
Internationals,12,5,7,41.7%,12-16,42.9%,140-139,50.2%,1-5,16.7%,12,65.0%,36.8%,2.7%,2.3%,68.4%,58.7%,50.3%,56.0%,44.2%,50.3%,1.00
Quarter-finals,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,1,37.5%,22.2%,2.3%,2.3%,75.0%,51.5%,27.3%,45.5%,37.5%,41.0%,0.69
vs Righties,21,8,13,38.1%,21-29,42.0%,239-247,49.2%,1-7,12.5%,21,66.3%,33.9%,2.8%,2.0%,68.6%,59.3%,49.7%,56.3%,42.9%,49.7%,0.98
vs Top 10,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,1,50.0%,0.0%,0.0%,6.1%,61.2%,63.3%,31.6%,51.0%,17.5%,36.0%,0.36
