Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2023 Hua Hin R32,W vs Tararudee,71% (5/7),78% (7/9),2/3,1/1,43% (3/7),0/0,0/0,- (0/0),- (0/0)
2022 Wimbledon R128,L vs Jabeur,57% (4/7),0% (0/2),0/0,0/0,43% (3/7),0/2,0/1,- (0/0),- (0/0)
2019 W25 Ystad SF,L vs Hogenkamp,65% (11/17),56% (5/9),1/1,0/0,29% (2/7),3/5,3/4,33% (2/6),40% (2/5)
2019 W25 Ystad R16,W vs Kan,80% (8/10),80% (4/5),2/2,1/1,80% (4/5),0/0,0/0,- (0/0),- (0/0)
2019 W25 Minsk QF,L vs Jones,80% (4/5),33% (1/3),0/0,0/0,33% (2/6),1/3,0/1,- (0/0),- (0/0)
2019 W25 Rome R16,L vs Fourlis,21% (3/14),25% (3/12),0/0,0/0,33% (3/9),4/6,3/4,- (0/0),- (0/0)
2019 W25 Rome R32,W vs Dinu,58% (7/12),33% (5/15),2/2,1/1,33% (1/3),0/0,0/0,- (0/0),- (0/0)
2019 W25 Santa Margherita Di Pula F,W vs Ce,63% (5/8),70% (7/10),2/2,1/1,44% (4/9),0/0,0/0,80% (4/5),60% (3/5)
2019 W25 Santa Margherita Di Pula SF,W vs Yerolymos,45% (10/22),64% (7/11),2/2,1/1,55% (6/11),1/2,0/0,- (0/0),- (0/0)
2019 W25 Santa Margherita Di Pula QF,W vs Scholl,70% (7/10),50% (5/10),2/2,1/1,60% (3/5),0/0,0/0,- (0/0),- (0/0)
2019 W25 Santa Margherita Di Pula R16,W vs Kan,56% (9/16),42% (8/19),2/5,1/2,30% (3/10),4/5,0/0,- (0/0),- (0/0)
2019 W25 Obidos R16,L vs Dunne,78% (7/9),11% (1/9),0/0,0/0,40% (2/5),1/3,0/1,50% (3/6),20% (1/5)
2019 W25 Obidos R32,W vs Guerrero Alvarez,89% (8/9),80% (4/5),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2019 W15 Tabarka F,W vs Skamlova,29% (4/14),67% (8/12),2/3,1/2,60% (6/10),0/0,0/0,- (0/0),- (0/0)
2019 W15 Tabarka QF,W vs Steur,60% (6/10),55% (6/11),2/3,1/2,88% (7/8),0/0,0/0,- (0/0),- (0/0)
2019 W15 Tabarka R16,W vs Spigarelli,63% (5/8),64% (7/11),2/3,1/1,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2019 W15 Tabarka R32,W vs Orlova,67% (6/9),50% (6/12),2/2,1/1,67% (4/6),0/0,0/0,- (0/0),- (0/0)
2019 W15 Monastir R16,L vs Hartono,70% (7/10),40% (6/15),1/1,0/0,50% (7/14),2/4,2/3,- (0/0),- (0/0)
2019 W15 Monastir R32,W vs Visscher,64% (7/11),62% (8/13),2/2,1/1,43% (3/7),0/1,0/0,- (0/0),- (0/0)
2019 W15 Monastir F,W vs Papamichail,37% (7/19),55% (6/11),2/3,1/1,40% (4/10),3/4,2/2,80% (4/5),60% (3/5)
2023 (1 matches),,71.4%,77.8%,66.7%,100.0%,42.9%,-,-,-,-
2022 (1 matches),,57.1%,0.0%,-,-,42.9%,0.0%,0.0%,-,-
2019 (30 matches),,60.4%,50.7%,71.4%,72.7%,55.5%,61.0%,62.5%,62.9%,51.5%
2017 (31 matches),,54.9%,41.5%,41.6%,43.6%,52.3%,50.8%,46.2%,55.3%,41.0%
2016 (2 matches),,75.0%,35.0%,100.0%,100.0%,53.3%,0.0%,0.0%,-,-
Career (67 matches),,58.2%,45.6%,54.7%,58.7%,54.1%,52.7%,51.1%,58.9%,45.8%
