Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,17,Hard,29,12,17,41.4%,8,2,6,25.0%,2009,2026,R32,29,0.99,4.2%,7.6%,57.9%,66.4%,42.9%,56.5%,42.9%,52.7%,41.8%
Roland Garros,16,Clay,29,13,16,44.8%,4,2,2,50.0%,2009,2024,QF,29,0.98,3.3%,7.8%,57.1%,64.0%,45.1%,55.9%,43.3%,50.9%,44.7%
Wimbledon,12,Grass,21,9,12,42.9%,4,0,4,0.0%,2012,2024,R32,18,0.95,6.5%,9.0%,56.9%,70.7%,41.9%,58.3%,39.5%,60.9%,44.8%
US Open,15,Hard,28,13,15,46.4%,4,2,2,50.0%,2009,2024,QF,22,0.96,3.9%,9.0%,58.6%,64.0%,38.9%,53.6%,44.7%,51.4%,47.9%
Olympics,2,,3,1,2,33.3%,3,2,1,66.7%,2016,2021,R32,2,1.08,3.7%,7.4%,57.7%,66.1%,51.2%,59.8%,43.6%,46.2%,39.1%
Fed Cup,6,,19,11,8,57.9%,4,2,2,50.0%,2013,2019,,16,1.11,5.9%,6.2%,57.6%,68.4%,48.0%,59.8%,44.5%,51.5%,44.2%
Auckland,2,Hard,3,1,2,33.3%,2,1,1,50.0%,2015,2026,R32,3,0.90,6.2%,6.2%,64.8%,61.9%,38.8%,53.7%,41.6%,53.3%,50.0%
Dubai,11,Hard,22,11,11,50.0%,4,3,1,75.0%,2012,2025,R16,22,0.99,3.2%,7.5%,58.9%,63.8%,39.3%,53.7%,45.9%,50.0%,45.6%
Monastir,2,Hard,3,1,2,33.3%,0,0,0,-,2022,2024,R32,3,0.95,1.0%,11.0%,65.2%,55.5%,31.5%,47.1%,50.0%,50.0%,60.9%
Toronto,4,Hard,4,0,4,0.0%,1,0,1,0.0%,2013,2024,R64,4,0.73,4.8%,7.2%,64.1%,59.6%,27.8%,48.2%,37.7%,50.0%,30.3%
Rabat,3,Clay,4,1,3,25.0%,1,1,0,100.0%,2022,2024,R16,4,0.78,0.6%,9.6%,67.5%,54.2%,30.4%,46.5%,41.6%,50.0%,53.8%
Paris 125,3,Clay,4,1,3,25.0%,1,0,1,0.0%,2022,2024,R16,4,0.86,1.4%,9.9%,61.8%,62.3%,32.4%,50.9%,42.4%,53.7%,46.2%
