Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2022 Wimbledon R128,L vs Kerber,94.9,96.3,3.0,96.4,93.3,103,91,90.8,3.8,,88.0,97,83
2021 US Open R128,L vs Rakhimova,84.5,86.3,5.7,89.3,84.6,101,70,79.2,5.1,70.0,84.5,89,70
2020 US Open R128,W vs Baptiste,96.5,105.3,5.9,109.2,100.5,114,92,79.9,5.4,,74.0,91,71
2019 US Open R64,L vs Ferro,87.1,93.9,6.6,100.7,90.8,107,77,71.0,5.9,71.4,73.0,92,63
2019 US Open R128,W vs Kerber,81.7,89.1,10.1,89.3,89.7,111,67,69.3,5.1,69.2,71.0,87,62
2019 Wimbledon R64,L vs Kvitova,99.6,104.0,6.2,107.0,101.9,116,92,94.2,4.2,101.5,95.2,102,85
2019 Roland Garros R64,L vs Martic,89.6,95.4,7.2,,,110,80,74.5,5.4,,,86,66
2019 Roland Garros R128,W vs Ferro,89.0,99.8,9.3,,,113,79,73.6,4.0,,,84,68
2018 US Open R64,L vs Suarez Navarro,90.3,95.0,9.9,102.3,90.7,112,71,78.9,7.6,75.0,76.3,92,65
2018 US Open R128,W vs Zidansek,92.6,98.3,8.5,102.4,94.4,112,80,81.5,9.2,79.5,80.3,97,69
2018 Wimbledon R32,L vs Williams,101.7,108.4,5.6,110.6,99.3,117,88,90.5,4.3,89.3,92.8,99,77
2018 Wimbledon R64,W vs Maria,96.8,102.4,7.6,102.7,100.1,115,92,86.7,6.0,88.5,,95,74
2017 Wimbledon R64,L vs Riske Amritraj,99.3,104.8,7.0,108.8,101.0,117,89,86.4,7.2,,83.0,97,71
2017 Wimbledon R128,W vs Parmentier,96.7,107.1,7.7,112.0,99.6,116,87,83.3,7.3,,76.4,95,68
2017 Roland Garros QF,L vs Bacsinszky,88.2,90.2,6.4,96.2,86.5,110,79,81.1,6.5,,81.0,97,70
2017 Roland Garros R32,W vs Rogers,97.1,103.4,5.4,106.8,101.7,115,93,88.5,5.1,92.0,89.1,98,77
2017 Roland Garros R64,W vs Errani,93.0,98.9,7.9,106.6,94.9,113,78,81.5,6.4,87.0,81.0,92,71
2017 Roland Garros R128,W vs Brady,87.5,91.7,6.4,97.5,89.3,101,76,79.6,4.3,,78.6,88,71
2016 US Open R64,L vs Pavlyuchenkova,93.4,103.3,6.5,108.0,99.4,114,87,80.1,7.5,78.0,78.0,96,67
2016 US Open R128,W vs Hibino,88.0,99.4,7.8,102.7,95.4,114,78,74.9,6.1,75.3,77.8,90,64
Career (50 matches),,92.0,100.1,7.5,103.5,95.2,117,62,79.7,6.0,77.9,81.9,116,60
