Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,2,1,1,50.0%,2-2,50.0%,20-22,47.6%,1-1,50.0%,2,72.7%,21.7%,1.8%,6.6%,62.9%,67.6%,45.2%,59.3%,39.6%,49.5%,0.97,R16 (Les Sables D'Olonne 125)
2025,2,0,2,0.0%,0-4,0.0%,15-26,36.6%,0-0,-,1,62.5%,0.0%,0.0%,8.9%,62.2%,64.3%,35.3%,53.3%,28.3%,39.8%,0.61,R32 (2x)
2024,47,24,23,51.1%,58-52,52.7%,514-519,49.8%,7-5,58.3%,15,50.6%,46.3%,0.5%,7.5%,64.9%,56.8%,40.0%,50.9%,47.1%,49.0%,0.96,F (W100 Figueira da Foz)
2023,45,24,21,53.3%,52-50,51.0%,472-486,49.3%,5-1,83.3%,4,47.2%,29.7%,2.4%,11.9%,60.3%,61.2%,28.0%,48.0%,42.6%,45.4%,0.82,F (2x)
2022,35,18,17,51.4%,40-36,52.6%,354-357,49.8%,6-3,66.7%,12,50.8%,36.1%,1.3%,13.1%,59.0%,58.2%,38.5%,50.1%,45.3%,47.6%,0.91,W (2x)
2021,10,7,3,70.0%,13-12,52.0%,121-118,50.6%,1-0,100.0%,10,61.0%,40.7%,2.6%,6.5%,66.9%,59.8%,42.9%,54.2%,45.7%,50.0%,1.00,F (Seoul)
2020,2,1,1,50.0%,2-0,100.0%,13-9,59.1%,0-0,-,0,,,,,,,,,,,,R16 (W100+H Dubai)
2019,5,3,2,60.0%,7-5,58.3%,64-50,56.1%,0-2,0.0%,1,64.3%,28.6%,2.4%,3.7%,65.9%,64.8%,42.9%,57.3%,42.0%,48.9%,0.98,SF (W100+H Dubai)
2018,3,2,1,66.7%,4-1,80.0%,26-17,60.5%,0-0,-,0,,,,,,,,,,,,QF (Dubai $100K)
2014,5,4,1,80.0%,7-3,70.0%,59-50,54.1%,2-1,66.7%,5,-,-,8.5%,4.4%,56.5%,73.7%,44.3%,60.9%,44.1%,52.0%,1.13,F (Limgoes)
2012,24,13,11,54.2%,32-24,57.1%,288-238,54.8%,2-3,40.0%,0,,,,,,,,,,,,W (Taipei)
2011,51,37,14,72.5%,75-45,62.5%,601-493,54.9%,5-5,50.0%,0,,,,,,,,,,,,W (4x)
2010,14,7,7,50.0%,17-15,53.1%,155-148,51.2%,3-1,75.0%,0,,,,,,,,,,,,SF (Bangalore 25K)
2009,26,17,9,65.4%,36-24,60.0%,293-262,52.8%,5-2,71.4%,0,,,,,,,,,,,,F (FoggiaSan Severo 10K)
2008,3,1,2,33.3%,2-4,33.3%,27-32,45.8%,0-1,0.0%,0,,,,,,,,,,,,R16 (Clermont Ferrand 10K)
2007,2,1,1,50.0%,2-2,50.0%,16-19,45.7%,0-0,-,0,,,,,,,,,,,,R16 (Clermond-Ferrand 10K)
Career,276,160,116,58.0%,349-279,55.6%,3038-2846,51.6%,37-25,59.7%,50,54.6%,38.5%,2.2%,8.4%,62.8%,60.4%,40.1%,52.8%,45.0%,48.9%,0.95,
