Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2023 Roland Garros R128,L vs Day,0.94,0.72,50.2,2.4,0.0%,51.7%,0.0%,51.9%,42.1%,31.4%
2023 Rabat R32,L vs Riera,0.95,0.57,36.3,2.0,0.0%,33.3%,0.0%,37.5%,52.4%,25.0%
2022 Wimbledon R128,L vs Kerber,0.91,0.63,48.6,2.0,3.4%,44.8%,0.0%,53.8%,40.7%,29.2%
2021 US Open R128,L vs Rakhimova,0.89,0.80,55.8,4.7,0.0%,55.0%,2.6%,51.3%,46.8%,37.2%
2021 Wimbledon R128,L vs Rybakina,0.94,0.39,37.2,2.3,4.2%,50.0%,0.0%,54.2%,23.8%,15.8%
2021 Roland Garros R64,L vs Kontaveit,1.09,0.40,35.6,2.2,0.0%,28.6%,0.0%,50.0%,23.8%,21.1%
2021 Roland Garros R128,W vs Schmiedlova,1.00,1.60,44.9,2.3,0.0%,64.3%,0.0%,69.2%,58.1%,48.3%
2021 Australian Open R32,L vs Pegula,1.04,0.57,43.1,2.4,0.0%,20.8%,4.8%,57.1%,37.5%,30.4%
2021 Australian Open R64,W vs Hibino,0.89,1.79,49.4,3.5,8.3%,70.8%,0.0%,81.0%,58.3%,39.4%
2021 Australian Open R128,W vs Sakkari,1.31,1.33,48.3,2.3,9.8%,56.1%,2.8%,55.6%,55.3%,33.3%
2020 Roland Garros R128,L vs Siegemund,0.95,0.75,48.6,3.9,5.1%,64.1%,0.0%,35.1%,39.5%,38.9%
2020 US Open R128,W vs Baptiste,1.00,1.49,49.6,2.7,9.1%,57.6%,6.5%,58.1%,58.1%,68.0%
2020 Dubai R16,L vs Pliskova,0.90,0.52,37.3,2.1,4.0%,52.0%,0.0%,41.7%,28.6%,33.3%
2020 Australian Open R128,L vs Pliskova,1.06,0.68,50.9,2.0,12.9%,64.5%,0.0%,39.3%,36.4%,24.2%
2019 Fed Cup RR,W vs Barty,1.07,1.16,83.7,8.1,2.0%,62.0%,6.3%,60.4%,45.3%,38.0%
2019 Moscow SF,L vs Bencic,1.00,0.72,59.5,2.3,14.3%,51.4%,2.9%,51.4%,37.5%,32.1%
2019 Moscow QF,W vs Bertens,1.31,1.28,49.2,2.5,4.3%,52.2%,0.0%,55.6%,40.5%,50.0%
2019 US Open R64,L vs Ferro,0.89,0.92,66.8,2.7,1.8%,42.1%,1.8%,44.6%,58.3%,58.5%
2019 US Open R128,W vs Kerber,1.32,1.11,74.9,2.9,3.6%,52.7%,1.9%,53.8%,37.5%,41.9%
2019 Toronto  R64,L vs Brady,0.96,0.54,41.9,2.0,-,45.8%,-,39.1%,21.7%,45.0%
2023 (2 matches),,0.94,0.63,44.4,2.2,0.0%,42.9%,0.0%,45.1%,45.8%,29.1%
2022 (1 matches),,0.91,0.63,48.6,2.0,3.4%,44.8%,0.0%,53.8%,40.7%,29.2%
2021 (7 matches),,1.03,0.92,46.5,2.6,3.5%,51.0%,1.6%,59.0%,46.3%,34.2%
2020 (4 matches),,0.98,0.82,47.1,2.5,7.8%,60.2%,1.7%,43.3%,40.8%,39.8%
2019 (34 matches),,1.02,1.00,58.7,2.6,2.8%,54.0%,2.5%,52.6%,46.2%,45.2%
Career (371 matches),,1.01,1.01,59.0,2.7,5.6%,57.4%,3.2%,55.9%,43.8%,42.8%
