Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2023 Roland Garros R128,L vs Day,50% (5/10),14% (1/7),0/0,0/0,0% (0/4),0/2,0/1,- (0/0),- (0/0)
2023 Rabat R32,L vs Riera,50% (1/2),100% (2/2),0/0,0/0,42% (5/12),1/3,0/1,- (0/0),- (0/0)
2022 Wimbledon R128,L vs Kerber,57% (4/7),25% (1/4),0/0,0/0,50% (5/10),1/3,0/1,- (0/0),- (0/0)
2021 US Open R128,L vs Rakhimova,50% (7/14),40% (4/10),1/3,0/0,55% (6/11),1/3,0/1,- (0/0),- (0/0)
2021 Wimbledon R128,L vs Rybakina,80% (4/5),- (0/0),0/0,0/0,60% (6/10),1/3,0/1,- (0/0),- (0/0)
2021 Roland Garros R64,L vs Kontaveit,100% (2/2),0% (0/2),0/0,0/0,44% (4/9),2/4,1/2,- (0/0),- (0/0)
2021 Roland Garros R128,W vs Schmiedlova,47% (7/15),42% (5/12),2/2,1/1,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2021 Australian Open R32,L vs Pegula,67% (2/3),25% (1/4),0/0,0/0,25% (2/8),1/3,1/2,- (0/0),- (0/0)
2021 Australian Open R64,W vs Hibino,89% (8/9),56% (5/9),2/3,1/2,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2021 Australian Open R128,W vs Sakkari,53% (8/15),40% (4/10),2/4,1/3,50% (4/8),0/1,0/0,- (0/0),- (0/0)
2020 Roland Garros R128,L vs Siegemund,42% (5/12),25% (3/12),0/7,0/0,50% (5/10),0/2,0/1,- (0/0),- (0/0)
2020 US Open R128,W vs Baptiste,55% (6/11),70% (7/10),2/2,1/1,50% (4/8),0/0,0/0,- (0/0),- (0/0)
2020 Dubai R16,L vs Pliskova,50% (3/6),- (0/0),0/0,0/0,43% (3/7),3/5,1/2,- (0/0),- (0/0)
2020 Australian Open R128,L vs Pliskova,38% (5/13),14% (1/7),0/0,0/0,33% (2/6),0/2,0/1,- (0/0),- (0/0)
2019 Fed Cup RR,W vs Barty,55% (11/20),23% (3/13),2/2,1/1,50% (4/8),0/1,0/0,75% (3/4),100% (4/4)
2019 Moscow SF,L vs Bencic,50% (5/10),40% (2/5),0/0,0/0,71% (10/14),0/2,0/1,- (0/0),- (0/0)
2019 Moscow QF,W vs Bertens,42% (8/19),55% (6/11),2/4,1/1,69% (9/13),0/1,0/0,- (0/0),- (0/0)
2019 US Open R64,L vs Ferro,40% (4/10),75% (9/12),1/1,0/0,40% (8/20),1/3,0/1,80% (4/5),60% (3/5)
2019 US Open R128,W vs Kerber,50% (9/18),29% (4/14),2/6,1/2,69% (11/16),1/2,0/0,- (0/0),- (0/0)
2019 Toronto  R64,L vs Brady,67% (2/3),100% (1/1),0/0,0/0,44% (4/9),0/2,0/1,- (0/0),- (0/0)
2023 (2 matches),,50.0%,33.3%,-,-,31.3%,20.0%,0.0%,-,-
2022 (1 matches),,57.1%,25.0%,-,-,50.0%,33.3%,0.0%,-,-
2021 (7 matches),,60.3%,40.4%,58.3%,50.0%,46.9%,35.7%,33.3%,-,-
2020 (4 matches),,45.2%,37.9%,22.2%,100.0%,45.2%,33.3%,25.0%,-,-
2019 (34 matches),,51.6%,50.5%,63.8%,84.2%,53.7%,40.8%,30.8%,57.4%,47.1%
Career (371 matches),,57.4%,44.5%,53.2%,56.4%,55.9%,43.3%,41.1%,57.7%,43.2%
