Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2023 Roland Garros R128,L vs Day,4.8,4.6,4.9,32.8%,64.5%,47.1%,41.2%,56.7%,23.3%,6.0,4.2,-4.5,-5.1
2023 Rabat R32,L vs Riera,3.4,3.3,3.5,29.4%,51.7%,33.3%,33.3%,60.2%,28.6%,5.0,6.9,-3.5,-10.9
2020 Dubai R16,L vs Pliskova,2.8,2.9,2.8,38.2%,40.9%,50.0%,0.0%,44.7%,19.3%,3.5,8.1,-1.0,-2.2
2019 Fed Cup RR,W vs Barty,4.2,4.2,4.2,52.5%,50.8%,44.4%,57.1%,45.3%,25.9%,15.5,10.5,5.0,3.5
2019 Moscow SF,L vs Bencic,3.6,3.5,3.7,47.3%,35.1%,27.3%,75.0%,52.0%,29.8%,7.0,9.9,-5.5,-9.8
2019 Moscow QF,W vs Bertens,5.0,4.8,5.2,50.0%,49.1%,53.1%,44.4%,50.1%,31.4%,2.5,1.7,6.5,5.6
2019 US Open R128,W vs Kerber,5.1,5.4,4.7,33.0%,58.7%,55.2%,65.5%,50.8%,19.6%,31.0,15.4,-6.0,-3.6
2019 Wimbledon R64,L vs Kvitova,2.4,2.6,2.1,40.4%,52.4%,28.6%,0.0%,48.5%,17.0%,-2.5,-5.6,-1.5,-3.5
2019 Rome QF,L vs Sakkari,4.6,4.4,4.8,49.3%,41.2%,38.7%,54.5%,44.5%,16.4%,17.0,13.5,-11.0,-7.8
2019 Fed Cup RR,L vs Halep,4.9,5.0,4.7,43.9%,40.6%,57.1%,23.5%,48.2%,19.7%,2.5,2.1,0.0,0.0
2019 Dubai R16,L vs Suarez Navarro,4.3,3.9,4.6,53.0%,42.9%,53.8%,33.3%,41.8%,14.1%,-3.0,-2.3,-5.5,-3.5
2019 Dubai R32,W vs Osaka,2.8,2.6,3.0,60.0%,52.0%,60.0%,0.0%,49.5%,18.9%,11.0,22.9,-1.5,-3.6
2018 ITF Dubai R32,W vs Vikhlyantseva,3.2,2.8,3.5,55.4%,52.9%,75.0%,50.0%,56.8%,34.4%,13.0,16.0,2.5,6.0
2018 St Petersburg F,L vs Kvitova,2.9,2.6,3.3,43.5%,21.7%,25.0%,50.0%,42.2%,11.9%,2.0,5.1,-8.5,-17.3
2018 Brisbane R32,L vs Sasnovich,3.3,3.2,3.3,52.8%,50.0%,40.0%,22.2%,40.7%,28.1%,6.0,6.6,-4.0,-4.0
2017 Washington R16,L vs Andreescu,3.0,2.1,3.8,40.3%,45.5%,50.0%,-,59.8%,20.8%,4.5,5.9,-7.5,-17.9
2017 Madrid F,L vs Halep,5.1,4.7,5.4,42.9%,54.8%,51.2%,51.7%,47.6%,23.1%,33.5,14.4,-6.5,-3.2
2017 Stuttgart F,L vs Siegemund,3.5,3.5,3.5,50.5%,51.0%,40.0%,80.0%,50.0%,19.8%,20.5,17.7,2.5,2.7
2017 Stuttgart SF,W vs Sharapova,2.8,2.5,3.2,48.3%,47.2%,66.7%,85.7%,49.3%,38.2%,16.5,17.7,3.0,4.8
2017 Stuttgart QF,W vs Suarez Navarro,4.3,3.8,4.8,60.0%,69.7%,46.2%,37.5%,53.5%,18.3%,27.0,28.4,8.0,10.7
Career (48 matches),,3.8,3.7,3.9,48.5%,50.9%,50.4%,47.4%,49.3%,22.1%,9.6,9.1,-1.2,-1.3
