Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2023 Roland Garros R128,L vs Day,8.9%,17.9%,52.2%,7.5%,17.5%,56.8%,68.8%,29.2%,0.0%,18.2%,27.3%,33.3%,71.4%,0.0%,0.0%,25
2023 Rabat R32,L vs Riera,9.8%,17.6%,38.2%,17.9%,32.1%,47.8%,41.7%,6.3%,0.0%,0.0%,0.0%,18.2%,37.5%,0.0%,0.0%,-119
2020 Dubai R16,L vs Pliskova,24.5%,30.6%,37.9%,32.0%,40.0%,41.2%,27.3%,21.4%,0.0%,25.0%,31.3%,33.3%,44.4%,71.4%,100.0%,73
2019 Fed Cup RR,W vs Barty,22.4%,31.6%,53.5%,28.6%,42.9%,55.0%,50.0%,37.5%,75.0%,16.2%,18.9%,51.6%,41.2%,55.0%,33.3%,40
2019 Moscow SF,L vs Bencic,24.3%,34.3%,40.4%,39.0%,53.7%,48.0%,68.4%,50.0%,57.1%,4.3%,8.7%,31.8%,80.0%,69.2%,50.0%,-79
2019 Moscow QF,W vs Bertens,11.0%,22.0%,51.3%,15.5%,27.6%,55.1%,70.4%,41.9%,83.3%,3.6%,14.3%,44.4%,10.0%,72.2%,66.7%,-84
2019 US Open R128,W vs Kerber,4.7%,21.5%,54.7%,7.9%,28.6%,62.1%,44.4%,8.3%,0.0%,0.0%,13.5%,43.2%,27.8%,10.5%,0.0%,-119
2019 Wimbledon R64,L vs Kvitova,32.4%,38.2%,31.6%,36.4%,45.5%,33.3%,58.8%,43.8%,66.7%,37.0%,40.7%,29.4%,46.2%,57.1%,50.0%,172
2019 Rome QF,L vs Sakkari,12.8%,22.1%,43.8%,15.9%,28.6%,47.2%,50.0%,39.4%,42.9%,4.8%,4.8%,35.0%,10.0%,45.5%,0.0%,-69
2019 Fed Cup RR,L vs Halep,14.5%,22.4%,38.7%,19.0%,33.3%,38.2%,60.9%,42.1%,40.0%,9.7%,9.7%,39.3%,43.8%,86.7%,83.3%,-17
2019 Dubai R16,L vs Suarez Navarro,19.5%,32.9%,36.4%,24.6%,42.1%,44.2%,48.1%,56.7%,75.0%,8.0%,12.0%,21.7%,28.6%,72.7%,100.0%,-104
2019 Dubai R32,W vs Osaka,32.7%,42.3%,25.7%,34.5%,48.3%,36.8%,68.8%,76.9%,100.0%,30.4%,34.8%,12.5%,54.5%,66.7%,100.0%,-104
2018 ITF Dubai R32,W vs Vikhlyantseva,23.6%,32.7%,35.3%,34.8%,47.8%,26.7%,63.6%,41.7%,50.0%,20.8%,29.2%,42.1%,16.7%,58.3%,66.7%,61
2018 St Petersburg F,L vs Kvitova,28.3%,34.0%,29.4%,27.6%,34.5%,33.3%,53.8%,43.8%,60.0%,35.0%,40.0%,23.1%,72.7%,22.2%,0.0%,97
2018 Brisbane R32,L vs Sasnovich,32.2%,36.7%,47.2%,47.9%,52.1%,40.0%,32.0%,43.5%,100.0%,17.6%,23.5%,53.6%,62.5%,66.7%,100.0%,46
2017 Washington R16,L vs Andreescu,26.0%,30.0%,37.0%,42.1%,47.4%,27.3%,58.3%,14.3%,50.0%,23.8%,28.6%,43.8%,75.0%,61.5%,50.0%,67
2017 Madrid F,L vs Halep,17.6%,24.1%,51.7%,22.6%,32.3%,54.2%,42.9%,23.5%,50.0%,11.4%,13.6%,48.7%,76.2%,69.6%,66.7%,-51
2017 Stuttgart F,L vs Siegemund,15.6%,31.1%,51.4%,17.2%,37.5%,56.6%,51.6%,48.5%,75.0%,12.5%,16.7%,38.1%,66.7%,60.0%,33.3%,-11
2017 Stuttgart SF,W vs Sharapova,34.3%,41.2%,50.0%,52.0%,64.0%,70.8%,60.7%,22.7%,40.0%,25.7%,28.6%,30.8%,66.7%,45.0%,60.0%,102
2017 Stuttgart QF,W vs Suarez Navarro,19.2%,36.5%,65.9%,26.3%,47.4%,67.9%,50.0%,59.1%,-,0.0%,7.7%,61.5%,83.3%,71.4%,-,-119
Career (48 matches),,22.6%,32.6%,47.1%,28.7%,42.5%,51.1%,54.1%,37.9%,49.2%,16.8%,22.6%,41.6%,43.6%,60.8%,63.4%,46
