Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2023 Roland Garros R128,L vs Day,0.0%,-,10.9%,71.4%,11.1%,20.7%,7.7%,8.1%,7.7%,6.7%,50.0%,23,3
2023 Rabat R32,L vs Riera,0.0%,-,20.7%,63.2%,21.8%,31.8%,0.0%,0.0%,0.0%,5.7%,14.3%,98,144
2020 Dubai R16,L vs Pliskova,0.0%,-,5.0%,60.0%,14.7%,20.0%,0.0%,12.5%,18.2%,2.9%,33.3%,39,75
2019 Fed Cup RR,W vs Barty,1.1%,0.0%,10.4%,57.1%,14.3%,9.5%,7.1%,7.6%,9.1%,1.1%,50.0%,-18,-5
2019 Moscow SF,L vs Bencic,0.0%,-,14.6%,52.6%,21.6%,28.6%,100.0%,4.5%,6.7%,5.1%,33.3%,15,35
2019 Moscow QF,W vs Bertens,3.4%,66.7%,23.1%,61.5%,11.2%,15.9%,11.1%,8.6%,15.4%,4.1%,21.4%,-32,-32
2019 US Open R128,W vs Kerber,0.0%,-,12.6%,80.0%,20.1%,33.3%,13.3%,7.5%,5.7%,3.3%,14.3%,10,-19
2019 Wimbledon R64,L vs Kvitova,0.0%,-,3.3%,100.0%,17.9%,22.2%,100.0%,4.3%,0.0%,1.0%,100.0%,123,145
2019 Rome QF,L vs Sakkari,1.2%,100.0%,10.4%,76.5%,19.2%,23.1%,0.0%,3.7%,8.3%,2.9%,44.4%,-11,-25
2019 Fed Cup RR,L vs Halep,2.7%,0.0%,12.6%,56.3%,17.8%,34.6%,0.0%,2.3%,7.7%,1.2%,66.7%,1,-12
2019 Dubai R16,L vs Suarez Navarro,4.9%,75.0%,9.0%,66.7%,15.8%,12.5%,20.0%,6.0%,16.7%,0.6%,50.0%,73,70
2019 Dubai R32,W vs Osaka,2.1%,100.0%,8.9%,77.8%,20.7%,50.0%,0.0%,8.3%,16.7%,1.0%,0.0%,48,12
2018 ITF Dubai R32,W vs Vikhlyantseva,0.0%,-,11.0%,53.8%,19.6%,14.3%,0.0%,10.7%,14.3%,3.4%,0.0%,-23,33
2018 St Petersburg F,L vs Kvitova,1.9%,0.0%,4.1%,75.0%,10.3%,14.3%,0.0%,5.4%,0.0%,0.0%,-,-67,-3
2018 Brisbane R32,L vs Sasnovich,0.0%,-,6.3%,75.0%,10.4%,15.8%,0.0%,5.4%,7.7%,3.3%,0.0%,-13,43
2017 Washington R16,L vs Andreescu,0.0%,-,8.5%,88.9%,18.8%,5.9%,50.0%,4.5%,0.0%,0.8%,0.0%,111,154
2017 Madrid F,L vs Halep,0.0%,-,7.4%,88.2%,20.0%,29.6%,23.1%,5.6%,13.5%,3.8%,30.0%,31,14
2017 Stuttgart F,L vs Siegemund,4.7%,50.0%,15.4%,67.9%,25.3%,31.3%,30.0%,8.0%,28.6%,1.2%,33.3%,69,32
2017 Stuttgart SF,W vs Sharapova,0.0%,-,4.0%,75.0%,22.7%,41.2%,0.0%,13.3%,28.6%,6.0%,25.0%,-19,63
2017 Stuttgart QF,W vs Suarez Navarro,2.0%,100.0%,9.2%,70.0%,33.3%,47.6%,30.0%,7.4%,16.7%,2.0%,50.0%,81,56
Career (48 matches),,1.5%,57.4%,11.1%,71.5%,18.1%,22.3%,14.9%,7.8%,15.7%,3.3%,26.8%,49,50
