Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,12,Hard,25,13,12,52.0%,8,5,3,62.5%,2010,2023,SF,25,1.02,9.5%,7.6%,53.1%,72.7%,47.8%,61.0%,39.9%,58.7%,36.3%
Roland Garros,11,Clay,16,5,11,31.3%,5,2,3,40.0%,2011,2023,R64,16,0.90,5.6%,6.5%,54.2%,65.4%,46.4%,56.7%,38.9%,50.0%,43.9%
Wimbledon,11,Grass,32,20,12,62.5%,13,9,4,69.2%,2011,2023,QF,29,1.07,8.9%,6.2%,54.4%,73.2%,51.6%,63.3%,39.4%,54.2%,36.6%
US Open,16,Hard,28,12,16,42.9%,7,5,2,71.4%,2007,2023,SF,25,0.91,7.5%,7.3%,51.6%,70.0%,46.9%,58.8%,37.6%,56.1%,35.1%
Fed Cup,5,,12,8,4,66.7%,2,2,0,100.0%,2010,2018,,9,1.15,10.0%,6.8%,51.4%,71.9%,51.3%,61.9%,43.6%,60.0%,46.4%
s Hertogenbosch,2,Grass,8,7,1,87.5%,3,2,1,66.7%,2014,2023,W,8,1.27,16.9%,6.3%,56.3%,82.2%,49.1%,67.7%,41.1%,54.2%,38.1%
Charleston,5,Clay,12,6,6,50.0%,1,1,0,100.0%,2010,2023,QF,11,0.96,5.4%,6.8%,54.2%,64.5%,46.9%,56.4%,42.0%,58.4%,45.8%
Miami,12,Hard,21,9,12,42.9%,6,6,0,100.0%,2008,2023,R16,21,0.96,7.5%,6.7%,52.3%,68.4%,44.2%,56.8%,41.4%,48.4%,38.9%
Indian Wells,14,Hard,20,6,14,30.0%,6,3,3,50.0%,2007,2023,R32,16,0.90,6.2%,7.7%,54.3%,68.6%,45.0%,57.8%,38.1%,55.7%,35.9%
Auckland,6,Hard,12,5,7,41.7%,4,0,4,0.0%,2012,2023,QF,12,1.03,9.8%,6.4%,54.2%,68.8%,49.6%,60.0%,41.2%,63.5%,48.1%
San Diego,6,Hard,14,8,6,57.1%,4,1,3,25.0%,2006,2022,QF,14,0.99,7.4%,9.0%,53.8%,70.5%,46.0%,59.1%,40.5%,59.8%,45.7%
