Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
11,Alison Riske Amritraj [USA],6,5,54.5%,3,2,1,66.7%,2009,2021,6,0.98,10.8%,8.4%,53.0%,71.4%,43.1%,58.1%,41.1%,54.2%,43.2%
7,Madison Brengle [USA],3,4,42.9%,0,0,0,-,2009,2022,4,0.91,7.0%,6.6%,47.6%,71.3%,48.7%,59.5%,37.0%,54.2%,17.1%
7,Kristina Mladenovic [FRA],4,3,57.1%,1,0,1,0.0%,2014,2018,7,1.01,9.7%,5.4%,57.8%,71.0%,44.1%,59.6%,40.9%,51.0%,44.8%
7,Agnieszka Radwanska [POL],2,5,28.6%,0,0,0,-,2014,2017,5,0.89,4.7%,4.5%,54.3%,64.1%,45.7%,55.7%,39.4%,51.2%,34.1%
7,Jelena Jankovic [SRB],3,4,42.9%,1,1,0,100.0%,2008,2016,7,0.83,5.9%,7.6%,53.0%,62.8%,44.0%,53.9%,38.1%,52.7%,46.2%
6,Laura Siegemund [GER],4,2,66.7%,1,0,1,0.0%,2009,2023,5,0.96,7.0%,7.5%,56.4%,70.3%,45.6%,59.5%,39.0%,63.4%,44.1%
6,Karolina Pliskova [CZE],3,3,50.0%,5,3,2,60.0%,2013,2018,6,0.95,12.4%,5.9%,55.2%,73.2%,46.6%,61.3%,36.8%,53.6%,41.9%
6,Eleni Daniilidou [GRE],2,4,33.3%,3,1,2,33.3%,2011,2013,3,0.91,7.6%,7.6%,59.0%,66.9%,44.2%,57.6%,38.7%,36.8%,41.7%
5,Sloane Stephens [USA],4,1,80.0%,1,1,0,100.0%,2010,2018,5,1.15,7.0%,5.5%,50.1%,73.3%,53.8%,63.6%,41.9%,58.6%,43.2%
5,Julia Goerges [GER],2,3,40.0%,0,0,0,-,2010,2017,5,0.90,5.9%,6.2%,51.2%,70.9%,46.8%,59.2%,36.7%,57.1%,47.8%
5,Lucie Safarova [CZE],2,3,40.0%,4,3,1,75.0%,2015,2017,5,0.89,7.0%,4.9%,55.7%,68.8%,54.4%,62.4%,33.5%,60.5%,39.1%
5,Garbine Muguruza [ESP],3,2,60.0%,2,1,1,50.0%,2014,2017,5,1.15,12.7%,4.7%,56.0%,78.4%,46.3%,64.3%,40.9%,57.1%,23.0%
5,Samantha Stosur [AUS],4,1,80.0%,0,0,0,-,2011,2016,5,1.09,10.9%,4.9%,53.3%,76.4%,51.5%,64.8%,38.5%,58.3%,43.2%
5,Sharon Fichman [CAN],3,2,60.0%,1,0,1,0.0%,2009,2014,2,1.41,10.8%,4.9%,52.9%,63.0%,60.4%,61.8%,54.0%,50.0%,52.4%
4,Carol Zhao [CAN],2,2,50.0%,2,0,2,0.0%,2013,2023,3,1.03,14.6%,9.9%,49.7%,78.8%,52.3%,65.5%,35.6%,75.0%,42.9%
