Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2022 Wimbledon R128,L vs Rybakina,42.0%,56.5%,48.7%,51.4%,64.9%,50.0%,71.4%,56.5%,-,32.3%,48.4%,47.6%,23.1%,61.1%,0.0%,-66
2019 San Jose R16,L vs Sabalenka,13.7%,23.5%,43.2%,23.5%,29.4%,38.5%,57.1%,20.0%,0.0%,11.1%,25.9%,45.8%,21.4%,46.2%,50.0%,-17
2018 s Hertogenbosch R32,W vs Sasnovich,39.7%,50.0%,63.6%,53.3%,66.7%,71.4%,38.5%,47.1%,0.0%,26.9%,34.6%,57.9%,0.0%,28.6%,0.0%,-18
2018 Stuttgart F,L vs Pliskova,29.5%,37.2%,40.0%,41.0%,48.7%,39.1%,55.0%,47.4%,0.0%,20.6%,29.4%,40.7%,8.3%,59.1%,75.0%,51
2018 Stuttgart QF,W vs Halep,37.3%,45.8%,56.3%,44.7%,57.9%,57.1%,41.2%,42.9%,33.3%,31.3%,31.3%,54.5%,12.5%,62.5%,-,155
2018 Miami R64,L vs Collins,25.0%,38.9%,50.0%,27.3%,33.3%,45.8%,43.8%,35.3%,50.0%,29.0%,54.8%,54.5%,21.4%,47.1%,0.0%,143
2018 Indian Wells R32,L vs Sakkari,37.8%,40.0%,30.8%,42.9%,46.4%,37.5%,53.3%,23.1%,0.0%,33.3%,33.3%,20.0%,0.0%,36.4%,0.0%,38
2017 Fed Cup RR,W vs Sabalenka,37.1%,50.0%,54.1%,48.6%,64.9%,57.9%,46.7%,27.3%,50.0%,21.7%,30.4%,50.0%,22.2%,71.4%,-,-7
2017 Fed Cup RR,W vs Sasnovich,26.3%,40.4%,55.0%,41.9%,54.8%,50.0%,46.7%,37.5%,-,8.3%,25.0%,59.1%,20.0%,42.9%,50.0%,-30
2017 Zhuhai F,L vs Goerges,33.3%,38.9%,36.7%,44.4%,55.6%,50.0%,50.0%,25.0%,0.0%,33.3%,36.7%,30.0%,14.3%,75.0%,100.0%,97
2017 US Open SF,L vs Keys,23.5%,35.3%,32.4%,29.0%,38.7%,22.7%,31.3%,26.7%,100.0%,16.7%,33.3%,46.7%,0.0%,40.0%,33.3%,17
2017 US Open QF,W vs Pliskova,36.1%,45.8%,52.1%,43.4%,58.5%,66.7%,68.4%,47.1%,40.0%,28.0%,28.0%,27.8%,13.3%,70.0%,100.0%,97
2017 Stanford F,L vs Keys,37.9%,53.0%,55.3%,37.5%,57.5%,56.0%,72.2%,50.0%,100.0%,43.5%,52.2%,53.8%,14.3%,62.5%,100.0%,35
2017 Stanford SF,W vs Bellis,34.9%,48.8%,61.5%,47.8%,69.6%,66.7%,45.5%,33.3%,-,22.2%,27.8%,57.1%,28.6%,63.6%,0.0%,17
2017 Wimbledon QF,L vs Rybarikova,15.8%,24.6%,53.7%,29.2%,37.5%,47.1%,61.5%,36.4%,0.0%,7.7%,19.2%,58.3%,0.0%,66.7%,33.3%,-49
2017 Wimbledon R16,W vs Wozniacki,36.2%,47.8%,53.5%,51.3%,64.1%,63.2%,46.7%,50.0%,100.0%,17.2%,27.6%,45.8%,0.0%,40.0%,-,-64
2017 Madrid QF,L vs Halep,23.3%,32.6%,29.0%,36.4%,45.5%,14.3%,42.9%,50.0%,33.3%,10.5%,21.1%,41.2%,20.0%,28.6%,66.7%,-9
2017 Indian Wells R64,L vs Safarova,38.7%,49.3%,48.7%,40.5%,62.2%,54.5%,56.3%,42.9%,0.0%,45.2%,45.2%,41.2%,23.5%,57.1%,66.7%,34
2017 Australian Open SF,L vs Williams,30.5%,40.0%,49.1%,40.4%,51.9%,58.1%,54.5%,43.3%,0.0%,25.0%,34.4%,37.5%,0.0%,61.1%,33.3%,95
2017 Australian Open QF,W vs Muguruza,31.3%,37.5%,63.3%,48.0%,56.0%,76.9%,36.4%,35.7%,50.0%,15.0%,20.0%,52.9%,12.5%,41.7%,-,31
Career (35 matches),,32.7%,43.7%,50.1%,44.7%,57.7%,52.6%,52.0%,40.1%,32.8%,21.5%,31.6%,47.9%,13.0%,50.6%,52.2%,46
