Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2018 US Open R128,L vs Flipkens,103.0,107.4,8.9,115.3,99.1,120,84,95.2,3.6,96.2,94.0,103,89
2018 Wimbledon R128,L vs Siniakova,97.2,102.8,7.7,105.6,102.8,118,82,88.9,5.3,94.0,89.1,100,75
2017 US Open SF,L vs Keys,99.9,106.0,6.8,107.9,99.2,115,94,89.6,5.0,92.0,,98,81
2017 US Open QF,W vs Pliskova,99.3,104.7,7.6,110.6,101.2,118,87,87.9,3.4,90.6,86.0,93,80
2017 US Open R16,W vs Safarova,97.5,103.4,9.0,107.9,95.2,116,85,88.0,3.3,90.2,81.0,95,81
2017 US Open R32,W vs Radwanska,96.4,103.5,8.1,107.2,97.3,114,86,84.6,4.1,86.6,88.5,93,75
2017 US Open R64,W vs Jabeur,97.5,106.7,7.2,111.4,100.4,116,90,88.6,4.3,91.0,89.0,95,79
2017 US Open R128,W vs Riske Amritraj,98.4,108.4,6.5,113.0,104.6,117,99,90.8,4.7,93.7,91.0,98,79
2017 Wimbledon QF,L vs Rybarikova,99.5,107.5,5.9,110.2,104.5,117,94,92.1,5.1,93.3,94.0,100,82
2017 Wimbledon R16,W vs Wozniacki,103.5,110.6,6.4,111.5,108.9,119,94,93.8,4.3,95.0,89.5,100,85
2017 Wimbledon R32,W vs Riske Amritraj,101.1,108.7,5.8,111.1,108.1,117,98,90.2,5.2,96.0,90.5,99,80
2017 Wimbledon R128,W vs Barthel,101.4,109.8,5.2,110.8,103.3,118,99,90.0,4.4,94.0,89.2,98,82
2017 Roland Garros R128,L vs Rybarikova,101.6,108.0,6.3,,,116,95,91.1,3.8,,,96,85
2017 Australian Open SF,L vs Williams,100.9,108.4,6.3,109.5,106.6,116,96,88.8,5.5,91.7,83.0,97,79
2017 Australian Open R16,W vs Kerber,99.6,107.4,8.4,110.7,99.7,118,90,90.8,4.3,94.0,85.8,97,82
2017 Australian Open R32,W vs Bouchard,102.5,108.0,9.0,114.6,100.3,119,85,92.7,3.8,94.8,93.2,101,85
2017 Australian Open R64,W vs Parmentier,100.8,105.3,7.0,106.5,103.6,118,89,87.8,4.4,88.0,84.8,95,77
2017 Australian Open R128,W vs Vinci,98.5,107.2,6.8,108.9,104.2,118,93,91.4,4.9,94.2,91.0,101,82
2016 US Open R128,L vs Osaka,100.7,110.6,7.5,,,120,89,92.0,5.2,,,103,83
2016 Wimbledon R16,L vs Pavlyuchenkova,95.3,103.1,9.5,108.1,104.3,119,86,86.9,3.5,87.3,88.6,91,78
Career (39 matches),,98.5,106.2,8.0,109.9,101.8,122,64,88.6,4.9,91.6,89.1,103,62
