Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 San Jose R32,W vs Bouzkova,1.02,1.54,47.0,2.2,-,64.5%,-,67.7%,63.0%,37.5%
2018 Beijing R64,L vs Hercog,0.93,0.51,31.8,2.2,0.0%,44.4%,0.0%,37.0%,37.0%,28.0%
2018 Tokyo R32,L vs Barty,0.97,0.87,81.5,5.2,10.2%,61.2%,7.3%,58.5%,37.3%,34.0%
2018 US Open R128,L vs Flipkens,0.95,0.73,57.8,2.0,10.3%,59.0%,5.7%,62.9%,31.6%,28.6%
2018 Cincinnati R64,L vs Bertens,0.84,0.23,26.2,2.1,0.0%,39.3%,3.7%,48.1%,15.8%,14.3%
2018 Wimbledon R128,L vs Siniakova,0.98,0.85,89.7,13.8,5.6%,61.1%,3.0%,54.5%,36.4%,36.7%
2018 Birmingham R32,L vs Martic,0.96,0.41,37.6,2.3,7.1%,50.0%,7.7%,61.5%,23.8%,14.3%
2018 s-Hertogenbosch SF,L vs Krunic,0.79,0.92,83.3,15.3,19.0%,74.1%,11.3%,54.7%,41.9%,39.7%
2018 s-Hertogenbosch QF,W vs Riske Amritraj,1.18,1.07,117.1,8.1,19.0%,66.7%,6.9%,53.4%,34.9%,37.3%
2018 s-Hertogenbosch R16,W vs Rus,1.00,1.47,61.0,2.4,14.3%,62.9%,15.2%,75.8%,44.4%,47.1%
2018 s-Hertogenbosch R32,W vs Sasnovich,0.98,1.80,57.1,2.0,16.1%,87.1%,7.4%,63.0%,50.0%,38.8%
2018 Roland Garros R64,L vs Tsurenko,0.83,0.71,47.7,4.9,5.1%,59.0%,11.4%,57.1%,31.6%,41.2%
2018 Roland Garros R128,W vs Siegemund,1.25,1.38,51.5,2.1,2.7%,48.6%,11.8%,64.7%,41.9%,55.2%
2018 Rome R64,L vs Kontaveit,0.99,0.37,32.4,2.0,9.5%,42.9%,5.3%,36.8%,23.8%,21.1%
2018 Madrid R64,L vs Mladenovic,0.98,0.66,44.5,2.2,0.0%,41.9%,3.4%,48.3%,28.6%,46.2%
2018 Stuttgart F,L vs Pliskova,0.93,0.75,61.8,2.2,16.7%,61.9%,13.2%,55.3%,38.5%,27.8%
2018 Stuttgart SF,W vs Garcia,1.09,2.03,48.6,2.5,11.5%,84.6%,0.0%,66.7%,38.5%,50.0%
2018 Stuttgart QF,W vs Halep,1.16,1.67,45.5,2.0,6.5%,71.0%,7.1%,64.3%,51.7%,40.0%
2018 Stuttgart R16,W vs Siegemund,1.10,1.29,58.5,2.8,8.9%,71.1%,4.8%,57.1%,35.8%,48.9%
2018 Stuttgart R32,W vs Stephens,0.95,1.90,36.1,2.4,5.3%,68.4%,5.3%,68.4%,76.0%,50.0%
2019 (1 matches),,1.02,1.54,47.0,2.2,-,64.5%,-,67.7%,63.0%,37.5%
2018 (25 matches),,0.98,0.93,62.7,2.8,9.1%,60.9%,7.4%,58.4%,38.1%,38.4%
2017 (44 matches),,1.01,1.14,56.7,2.6,7.5%,63.5%,7.7%,63.6%,41.3%,41.2%
2016 (37 matches),,1.01,1.10,57.2,2.8,8.0%,62.1%,8.5%,62.5%,41.5%,40.4%
2015 (24 matches),,1.00,1.03,55.9,2.6,9.3%,60.7%,8.5%,60.9%,39.5%,40.6%
Career (207 matches),,1.01,1.06,57.5,2.7,9.1%,62.1%,8.6%,60.4%,40.8%,40.8%
