Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),276,191,244,1523,222,1492,317,1378,197,1447,,,,
2025,309,167,279,1487,269,1454,333,1359,205,1429,,,,
2024,146,398,195,1561,179,1527,290,1400,173,1481,330,193,,
2023,269,218,244,1505,223,1475,,,199,1427,,,,
2022,320,158,253,1489,238,1455,,,,,,,,
2021,203,321,248,1486,218,1462,305,1352,200,1434,,,,
2020,104,696,153,1583,134,1563,230,1407,,,455,93,,
2019,81,651,99,1701,93,1670,209,1472,119,1560,427,93,,
2018,185,275,200,1531,181,1508,266,1389,214,1398,180,359,,
2017,221,234,262,1461,249,1431,299,1340,220,1385,124,659,,
2016,233,226,204,1533,183,1510,292,1346,,,226,320,,
2015,251,206,265,1449,245,1415,,,,,302,227,,
2014,293,167,343,1328,337,1277,,,226,1346,187,404,,
2013,283,161,328,1352,307,1333,346,1235,,,252,257,,
2012,400,98,364,1300,354,1267,356,1236,,,377,158,,
2011,443,82,,,,,,,,,579,80,,
2010,644,29,,,,,,,,,1410,6,,
2009,1223,3,,,,,,,,,,,,
