Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2023 Nonthaburi CH R16,L vs Donskoy,4.6,3.3,5.7,50.6%,44.1%,25.0%,57.9%,43.1%,21.9%,0.0,0.0,3.0,2.4
2019 Playford CH F,L vs Duckworth,3.9,3.9,3.9,43.8%,42.9%,31.3%,63.6%,56.3%,24.7%,-4.0,-3.5,-5.0,-7.7
2019 Brisbane QF,L vs Chardy,2.8,3.1,2.5,48.6%,45.5%,64.7%,28.6%,56.8%,9.8%,2.5,2.5,5.5,7.7
2015 Tokyo R32,L vs Vesely,3.3,3.1,3.5,44.0%,59.3%,40.0%,75.0%,57.3%,17.2%,-2.5,-3.2,-4.0,-7.7
Career (4 matches),,3.6,3.4,3.9,47.0%,47.7%,40.7%,56.1%,52.2%,19.3%,-1.0,-1.0,-0.1,-0.2
