Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2023 Nonthaburi 2 CH R16,L vs Donskoy,0.80,0.76,56.2,2.1,11.4%,62.9%,12.9%,58.1%,40.9%,33.3%
2021 Wimbledon R128,L vs Alcaraz,1.00,0.90,59.8,4.7,1.1%,51.6%,7.7%,58.2%,37.9%,43.9%
2021 Roland Garros R128,L vs Cecchinato,1.08,0.64,32.8,3.2,3.3%,48.3%,3.6%,60.7%,29.8%,23.7%
2021 Australian Open R128,L vs Humbert,0.93,0.69,31.2,2.0,6.3%,66.7%,8.8%,66.7%,30.2%,18.6%
2020 Roland Garros R128,L vs Balazs,0.97,0.61,30.4,2.1,7.5%,52.8%,4.1%,55.1%,31.8%,25.6%
2020 US Open R128,L vs Carreno Busta,0.86,0.85,43.4,4.0,11.5%,62.8%,7.1%,64.3%,30.8%,42.3%
2020 Australian Open R128,L vs Ymer,0.79,0.51,21.8,2.2,7.7%,46.2%,8.1%,56.8%,31.3%,31.1%
2019 Playford CH F,L vs Duckworth,0.99,0.48,54.2,2.4,4.8%,64.3%,10.3%,64.1%,18.2%,16.7%
2019 Yokkaichi CH R32,L vs Shimabukuro,0.87,0.84,33.6,2.0,-,59.3%,-,73.6%,27.9%,38.2%
2019 Granby CH SF,W vs Polansky,1.08,1.43,62.1,2.2,-,75.0%,-,75.8%,30.0%,35.1%
2019 Granby CH QF,W vs Li,1.25,1.60,45.3,3.0,-,64.0%,-,70.8%,37.7%,46.7%
2019 Wimbledon R128,L vs Sandgren,0.90,0.68,32.3,3.3,5.5%,54.5%,4.2%,60.4%,26.9%,38.6%
2019 Columbus CH QF,L vs Torpegaard,0.92,0.45,32.9,2.0,-,46.7%,-,62.1%,14.3%,32.0%
2019 Busan CH SF,L vs Berankis,0.71,0.65,44.7,3.2,-,67.9%,-,54.2%,38.2%,31.3%
2019 Busan CH R16,W vs Lacko,0.94,1.46,44.8,4.5,8.6%,68.6%,12.1%,72.7%,50.0%,41.0%
2019 Busan CH R32,W vs Banes,1.17,1.73,38.6,2.1,14.8%,70.4%,28.0%,72.0%,34.2%,51.4%
2019 Seoul CH QF,L vs Kwon,0.99,0.83,78.9,2.6,6.8%,66.1%,9.4%,56.6%,28.1%,37.3%
2019 Seoul CH R16,W vs Chung,1.15,1.67,50.8,2.2,6.5%,74.2%,3.7%,74.1%,34.4%,41.4%
2019 Seoul CH R32,W vs Balaji,1.14,1.14,70.7,4.0,7.1%,66.1%,5.7%,66.0%,33.3%,35.0%
2019 Seoul CH R64,W vs Ilkel,1.19,1.33,51.7,2.0,8.1%,59.5%,5.9%,67.6%,37.8%,43.9%
2023 (1 matches),,0.80,0.76,56.2,2.1,11.4%,62.9%,12.9%,58.1%,40.9%,33.3%
2021 (3 matches),,1.00,0.77,44.3,2.9,3.2%,55.0%,6.9%,61.3%,33.5%,31.3%
2020 (3 matches),,0.87,0.68,34.1,2.5,9.4%,55.9%,6.4%,59.6%,31.2%,34.8%
2019 (21 matches),,1.00,0.98,56.2,3.0,8.0%,65.6%,8.2%,65.5%,32.3%,36.0%
2018 (17 matches),,1.01,0.99,60.2,3.3,8.9%,65.5%,6.5%,61.1%,33.5%,38.4%
Career (94 matches),,0.99,0.92,54.6,2.8,9.2%,63.6%,7.8%,62.7%,32.4%,35.8%
