Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,14,9,5,64.3%,19-12,61.3%,169-131,56.3%,0-3,0.0%,13,86.5%,27.5%,11.5%,2.8%,55.5%,79.1%,52.3%,67.2%,39.0%,52.9%,1.19,F (Yokkaichi)
2025,31,14,17,45.2%,36-35,50.7%,362-368,49.6%,10-6,62.5%,30,81.2%,17.3%,8.9%,3.1%,59.8%,73.8%,52.0%,65.0%,34.1%,49.7%,0.97,F (Shanghai)
2024,42,26,16,61.9%,55-42,56.7%,513-447,53.4%,9-11,45.0%,42,84.3%,22.4%,8.6%,2.2%,62.7%,74.0%,52.4%,65.9%,37.1%,51.5%,1.09,W (2x)
2023,37,18,19,48.6%,43-40,51.8%,439-397,52.5%,7-13,35.0%,36,85.4%,20.3%,10.2%,2.5%,62.0%,75.1%,52.6%,66.5%,37.2%,51.4%,1.11,SF (2x)
2022,31,15,16,48.4%,35-37,48.6%,358-352,50.4%,6-8,42.9%,30,83.1%,18.8%,9.5%,2.9%,61.7%,73.2%,52.6%,65.3%,35.4%,50.1%,1.02,SF (3x)
2021,21,7,14,33.3%,15-32,31.9%,206-253,44.9%,1-6,14.3%,21,73.1%,16.4%,7.6%,2.8%,59.4%,67.5%,48.6%,59.8%,34.3%,47.2%,0.85,F (Manacor)
2020,2,0,2,0.0%,0-4,0.0%,17-25,40.5%,0-1,0.0%,2,85.0%,0.0%,13.9%,0.9%,64.3%,75.7%,56.1%,68.7%,22.0%,45.1%,0.70,R32 (2x)
2019,45,31,14,68.9%,65-37,63.7%,550-481,53.3%,12-8,60.0%,45,86.2%,20.2%,11.2%,3.0%,62.5%,76.6%,52.0%,67.4%,36.5%,51.5%,1.12,W (2x)
2018,38,21,17,55.3%,50-40,55.6%,455-426,51.6%,8-5,61.5%,38,80.6%,21.8%,8.1%,2.2%,64.2%,71.9%,50.1%,64.1%,37.2%,50.8%,1.03,W (2x)
2017,31,16,15,51.6%,38-32,54.3%,342-332,50.7%,5-4,55.6%,31,80.3%,20.6%,10.2%,2.1%,65.3%,71.6%,52.4%,65.0%,36.3%,50.5%,1.04,W (Kyoto)
2016,40,20,20,50.0%,42-43,49.4%,432-422,50.6%,6-6,50.0%,40,81.7%,19.6%,9.5%,2.6%,62.8%,72.4%,52.2%,64.9%,35.1%,50.2%,1.00,SF (3x)
2015,23,11,12,47.8%,26-27,49.1%,260-259,50.1%,2-5,28.6%,21,78.6%,22.1%,12.7%,3.6%,62.7%,72.9%,48.7%,63.9%,37.9%,50.5%,1.05,F (Lexington)
2014,26,11,15,42.3%,22-31,41.5%,251-275,47.7%,4-7,36.4%,26,80.6%,15.2%,12.1%,4.1%,60.5%,73.4%,49.5%,64.0%,34.5%,49.2%,0.96,QF (3x)
2013,16,6,10,37.5%,13-24,35.1%,160-195,45.1%,5-1,83.3%,16,71.6%,18.6%,9.9%,4.6%,61.3%,71.1%,43.9%,60.6%,36.6%,48.5%,0.93,SF (Shanghai)
2012,14,3,11,21.4%,6-23,20.7%,120-174,40.8%,3-4,42.9%,14,74.1%,7.4%,8.4%,4.3%,59.3%,68.9%,50.8%,61.5%,29.4%,45.8%,0.76,R16 (3x)
2011,5,3,2,60.0%,6-5,54.5%,59-52,53.2%,0-1,0.0%,5,87.3%,20.0%,10.4%,2.7%,64.0%,71.3%,54.8%,65.3%,34.2%,50.7%,0.99,QF (Toyota)
2010,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,1,50.0%,11.1%,12.5%,0.0%,70.0%,67.9%,33.3%,57.5%,33.3%,43.0%,0.78,R32 (Toyota)
Career,417,211,206,50.6%,471-466,50.3%,4698-4601,50.5%,78-89,46.7%,411,81.6%,19.5%,9.8%,2.8%,62.0%,73.2%,51.2%,64.8%,35.9%,50.3%,1.02,
