Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,9,Hard,12,3,9,25.0%,10,4,6,40.0%,2014,2025,R128,9,0.86,8.5%,2.5%,61.4%,71.3%,49.3%,62.8%,32.1%,62.9%,31.1%
Roland Garros,7,Clay,10,3,7,30.0%,3,1,2,33.3%,2017,2025,R128,6,0.68,4.9%,1.8%,65.0%,60.9%,46.1%,55.7%,30.2%,59.3%,28.6%
Wimbledon,8,Grass,17,8,9,47.1%,10,4,6,40.0%,2014,2025,R128,13,1.02,9.6%,2.5%,61.2%,72.6%,52.5%,64.8%,36.0%,59.6%,36.7%
US Open,8,Hard,10,2,8,20.0%,3,1,2,33.3%,2014,2025,R128,8,0.89,8.4%,3.9%,60.5%,72.6%,46.5%,62.3%,33.6%,67.7%,35.1%
Davis Cup,5,,5,2,3,40.0%,2,0,2,0.0%,2013,2020,,3,1.08,8.9%,2.1%,66.3%,75.4%,65.6%,72.1%,30.1%,63.6%,28.6%
Tokyo,13,Hard,21,8,13,38.1%,6,3,3,50.0%,2011,2025,QF,21,1.01,9.7%,3.1%,61.2%,75.3%,49.2%,65.2%,35.3%,60.8%,39.4%
Los Cabos,3,Hard,4,1,3,25.0%,2,0,2,0.0%,2017,2025,R16,4,0.89,7.9%,4.3%,60.1%,71.4%,55.4%,65.0%,31.3%,61.9%,25.0%
Miami Masters,2,Hard,3,1,2,33.3%,1,1,0,100.0%,2021,2025,R64,3,0.87,8.2%,5.8%,63.3%,68.7%,40.8%,58.5%,36.2%,60.0%,37.5%
Indian Wells Masters,2,Hard,3,1,2,33.3%,1,1,0,100.0%,2019,2025,Q2,3,0.88,11.5%,6.6%,59.0%,77.1%,47.0%,64.8%,31.1%,46.2%,41.7%
Dubai,2,Hard,5,3,2,60.0%,3,2,1,66.7%,2020,2025,R16,5,0.94,10.1%,4.2%,51.5%,76.0%,47.7%,62.3%,35.5%,52.0%,29.4%
Shanghai Masters,3,Hard,4,1,3,25.0%,2,1,1,50.0%,2014,2024,Q2,4,0.91,8.2%,2.3%,57.6%,70.6%,54.7%,63.8%,33.1%,58.3%,29.2%
