Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2023 Nonthaburi CH R16,L vs Donskoy,39.4%,48.5%,35.0%,44.2%,47.6%,57.1%,36.4%,55.2%,35.0%,40.9%,100.0%,25.0%,33.3%,33.3%,-79
2019 Playford CH F,L vs Duckworth,30.9%,42.0%,50.0%,38.3%,36.2%,46.6%,56.8%,46.6%,43.5%,48.6%,66.7%,19.0%,33.3%,35.3%,53
2019 Brisbane QF,L vs Chardy,40.0%,46.7%,45.8%,42.9%,51.9%,59.3%,46.2%,56.7%,70.8%,50.0%,75.0%,26.7%,33.3%,45.5%,126
2015 Tokyo R32,L vs Vesely,40.0%,44.0%,43.3%,44.4%,56.3%,62.5%,42.9%,63.1%,57.1%,44.4%,0.0%,11.1%,11.1%,43.8%,-79
Career (4 matches),,37.3%,45.3%,44.2%,42.2%,46.8%,55.4%,47.5%,54.3%,51.9%,46.7%,66.7%,21.5%,29.0%,39.7%,41
