Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2023 Nonthaburi 2 CH R16,L vs Donskoy,36% (4/11),50% (2/4),1/3,36% (4/11),25% (1/4),0/1,0/0,1/1,0/0,0/0
2021 Wimbledon R128,L vs Alcaraz,61% (14/23),43% (6/14),2/9,50% (12/24),17% (2/12),2/6,1/2,1/2,0/0,0/0
2021 Roland Garros R128,L vs Cecchinato,12% (2/17),100% (2/2),0/6,59% (10/17),40% (4/10),1/2,1/1,1/1,0/0,1/1
2021 Australian Open R128,L vs Humbert,14% (3/21),0% (0/3),0/3,26% (5/19),40% (2/5),0/0,0/0,3/3,0/0,1/1
2020 Roland Garros R128,L vs Balazs,13% (2/15),50% (1/2),1/4,64% (9/14),44% (4/9),1/1,0/0,1/2,0/0,0/0
2020 US Open R128,L vs Carreno Busta,27% (6/22),50% (3/6),0/3,36% (8/22),50% (4/8),3/3,2/2,2/3,0/0,0/1
2020 Australian Open R128,L vs Ymer,23% (3/13),0% (0/3),0/4,50% (6/12),17% (1/6),0/0,0/0,2/3,0/0,1/1
2019 Playford CH F,L vs Duckworth,9% (1/11),0% (0/1),0/1,27% (3/11),67% (2/3),0/0,0/0,2/2,0/0,0/0
2019 Yokkaichi CH R32,L vs Shimabukuro,22% (4/18),50% (2/4),0/2,28% (5/18),40% (2/5),1/1,0/0,3/3,0/0,2/2
2019 Granby CH SF,W vs Polansky,27% (3/11),33% (1/3),0/0,15% (2/13),50% (1/2),1/1,1/1,0/0,1/1,0/0
2019 Granby CH QF,W vs Li,47% (7/15),86% (6/7),0/1,27% (4/15),75% (3/4),3/3,2/3,0/0,1/1,0/0
2019 Wimbledon R128,L vs Sandgren,22% (4/18),75% (3/4),1/5,50% (9/18),33% (3/9),2/2,0/0,2/3,0/0,0/1
2019 Columbus CH QF,L vs Torpegaard,11% (1/9),0% (0/1),0/2,56% (5/9),40% (2/5),0/0,0/0,1/2,0/0,0/1
2019 Busan CH SF,L vs Berankis,18% (2/11),50% (1/2),0/3,30% (3/10),0% (0/3),0/0,0/0,0/0,0/0,0/0
2019 Busan CH R16,W vs Lacko,46% (6/13),83% (5/6),0/2,25% (3/12),33% (1/3),2/3,0/0,0/0,0/0,0/0
2019 Busan CH R32,W vs Banes,33% (3/9),100% (3/3),0/0,11% (1/9),100% (1/1),3/3,2/2,0/0,1/1,0/0
2019 Seoul CH QF,L vs Kwon,18% (3/17),67% (2/3),1/3,29% (5/17),20% (1/5),2/2,0/0,1/2,0/0,1/2
2019 Seoul CH R16,W vs Chung,30% (3/10),100% (3/3),1/1,20% (2/10),50% (1/2),2/3,2/2,0/0,1/1,0/0
2019 Seoul CH R32,W vs Balaji,27% (4/15),100% (4/4),2/2,25% (4/16),50% (2/4),2/4,2/2,2/2,1/1,0/0
2019 Seoul CH R64,W vs Ilkel,50% (6/12),50% (3/6),1/3,31% (4/13),25% (1/4),2/3,2/2,0/0,1/1,0/0
2023 (1 matches),,36.4%,50.0%,33.3%,36.4%,25.0%,0.0%,-,100.0%,-,-
2021 (3 matches),,31.1%,42.1%,11.1%,45.0%,29.6%,37.5%,66.7%,83.3%,-,100.0%
2020 (3 matches),,22.0%,36.4%,9.1%,47.9%,39.1%,100.0%,100.0%,62.5%,-,50.0%
2019 (21 matches),,26.9%,63.2%,20.0%,27.2%,36.4%,82.1%,89.5%,74.1%,100.0%,60.0%
2018 (17 matches),,29.6%,61.9%,20.0%,31.5%,28.4%,83.8%,85.0%,71.4%,66.7%,81.8%
Career (94 matches),,27.2%,59.2%,17.5%,32.9%,32.8%,80.4%,86.3%,72.9%,86.2%,65.2%
