Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,36,13,23,36.1%,35-54,39.3%,418-459,47.7%,5-10,33.3%,34,81.5%,14.1%,10.1%,3.0%,62.1%,74.3%,51.8%,65.8%,33.3%,49.1%,0.97
Clay,2,0,2,0.0%,1-6,14.3%,23-40,36.5%,0-0,-,2,64.5%,9.4%,4.6%,2.8%,63.3%,58.0%,47.5%,54.1%,28.0%,42.7%,0.61
Grass,3,0,3,0.0%,3-8,27.3%,44-60,42.3%,1-0,100.0%,3,66.0%,17.6%,5.0%,2.1%,55.5%,67.0%,45.7%,57.5%,34.1%,46.3%,0.80
Grand Slams,7,0,7,0.0%,7-21,25.0%,104-153,40.5%,2-0,100.0%,7,69.5%,11.7%,6.1%,2.4%,62.4%,65.5%,45.0%,57.8%,32.6%,45.6%,0.77
Masters,2,1,1,50.0%,2-2,50.0%,18-19,48.6%,0-0,-,2,68.4%,27.8%,10.3%,6.8%,65.0%,68.4%,39.0%,58.1%,42.3%,50.0%,1.01
Other Tours,27,10,17,37.0%,24-39,38.1%,305-332,47.9%,4-8,33.3%,27,82.3%,14.6%,10.4%,2.9%,60.3%,75.5%,52.5%,66.4%,33.1%,49.4%,0.98
Best of 5,7,0,7,0.0%,7-21,25.0%,104-153,40.5%,2-0,100.0%,7,69.5%,11.7%,6.1%,2.4%,62.4%,65.5%,45.0%,57.8%,32.6%,45.6%,0.77
Best of 3,34,13,21,38.2%,32-47,40.5%,381-406,48.4%,4-10,28.6%,32,82.0%,15.0%,10.3%,3.0%,61.1%,75.1%,52.8%,66.4%,33.3%,49.5%,0.99
Quarter-finals,3,0,3,0.0%,2-6,25.0%,37-47,44.0%,1-2,33.3%,3,77.5%,12.2%,11.0%,5.1%,58.7%,76.5%,47.6%,64.6%,29.4%,47.3%,0.83
vs Righties,36,11,25,30.6%,33-61,35.1%,417-493,45.8%,4-8,33.3%,35,77.4%,15.1%,8.8%,3.1%,60.8%,71.7%,49.6%,63.1%,33.5%,48.3%,0.91
vs Lefties,4,1,3,25.0%,4-7,36.4%,56-62,47.5%,2-2,50.0%,4,89.5%,7.0%,12.0%,0.9%,66.7%,77.5%,61.3%,72.1%,30.3%,49.7%,1.09
vs Top 10,3,0,3,0.0%,0-6,0.0%,16-36,30.8%,0-0,-,3,56.0%,7.4%,6.5%,2.6%,57.5%,63.6%,41.5%,54.2%,30.7%,42.1%,0.67
