Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,61,35,26,57.4%,76-58,56.7%,605-545,52.6%,2-3,40.0%,0,,,,,,,,,,,
Clay,279,143,136,51.3%,309-302,50.6%,2799-2784,50.1%,36-37,49.3%,3,32.0%,24.0%,0.0%,3.7%,55.1%,55.3%,27.4%,42.8%,39.8%,41.3%,0.69
Finals,12,6,6,50.0%,13-15,46.4%,125-134,48.3%,0-2,0.0%,0,,,,,,,,,,,
Semi-finals,18,12,6,66.7%,25-14,64.1%,195-156,55.6%,4-2,66.7%,0,,,,,,,,,,,
Quarter-finals,50,18,32,36.0%,40-69,36.7%,452-547,45.2%,3-8,27.3%,0,,,,,,,,,,,
vs Righties,163,71,92,43.6%,159-197,44.7%,1502-1688,47.1%,17-15,53.1%,2,44.4%,17.6%,0.0%,6.3%,56.3%,57.7%,32.7%,46.8%,35.8%,41.7%,0.67
vs Lefties,17,8,9,47.1%,17-22,43.6%,183-196,48.3%,1-6,14.3%,0,,,,,,,,,,,
