Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2019 W15 Tabarka QF,L vs Tubello,33% (3/9),67% (2/3),1/5,75% (6/8),17% (1/6),0/2,0/0,0/0,0/0,0/0
2019 W15 Tabarka R16,W vs Horackova,89% (8/9),100% (8/8),4/4,50% (4/8),0% (0/4),4/6,0/1,0/0,0/0,0/0
2019 W15 Tabarka R32,W vs Erjavec,89% (8/9),75% (6/8),3/4,50% (5/10),20% (1/5),4/5,1/2,0/0,1/1,0/0
2019 W15 Tabarka F,L vs Lodikova,22% (2/9),100% (2/2),1/3,78% (7/9),29% (2/7),2/2,0/0,0/2,0/0,0/1
2019 W15 Tabarka SF,W vs Bencheikh,67% (6/9),83% (5/6),1/1,38% (3/8),67% (2/3),4/4,1/1,0/0,0/0,0/0
2019 W15 Tabarka QF,W vs Helgo,70% (7/10),100% (7/7),3/4,56% (5/9),20% (1/5),4/6,1/2,0/0,0/1,0/0
2019 W15 Tabarka R16,W vs Scholl,64% (7/11),86% (6/7),2/4,64% (7/11),43% (3/7),4/5,1/1,1/1,1/1,0/0
2019 W15 Tabarka R32,W vs Karunaratne,78% (7/9),100% (7/7),1/3,33% (3/9),0% (0/3),4/7,2/2,1/1,1/1,0/0
2019 W15 Manacor R32,L vs Hoste Ferrer,50% (4/8),75% (3/4),2/7,88% (7/8),0% (0/7),1/3,0/0,0/0,0/0,0/0
2019 W15 Manacor R16,L vs Rosca,44% (4/9),50% (2/4),0/5,88% (7/8),29% (2/7),0/2,0/0,1/1,0/0,0/0
2019 W15 Manacor R32,W vs Ochsner,89% (8/9),100% (8/8),3/4,63% (5/8),20% (1/5),4/6,0/0,0/0,0/0,0/0
2017 Heraklion $15K R32,W vs Davidescu,56% (9/16),89% (8/9),3/6,75% (12/16),33% (4/12),3/8,1/2,1/2,0/1,1/1
2017 Heraklion $15K R32,L vs Detiuc,29% (4/14),75% (3/4),1/4,50% (7/14),29% (2/7),2/3,1/1,1/2,0/0,0/0
2017 Mamaia $25K R32,L vs Bogdan,27% (3/11),67% (2/3),1/3,30% (3/10),0% (0/3),0/2,0/0,1/1,0/0,1/1
2017 Vrnjacka Banja $15K F,W vs Benoit,71% (12/17),67% (8/12),5/6,59% (10/17),40% (4/10),4/8,2/2,1/1,1/1,1/1
2017 Vrnjacka Banja $15K QF,W vs Biskic,71% (5/7),80% (4/5),0/0,13% (1/8),100% (1/1),3/3,1/1,0/0,1/1,0/0
2017 Vrnjacka Banja $15K R16,W vs Stojanovic,78% (7/9),86% (6/7),2/3,56% (5/9),40% (2/5),5/6,2/2,0/0,1/1,0/0
2017 Vrnjacka Banja $15K R32,W vs Spasojevic,62% (8/13),75% (6/8),2/5,54% (7/13),29% (2/7),4/6,2/3,0/0,1/2,0/0
2017 Arad $15K R16,W vs Svinos,50% (4/8),100% (4/4),0/0,38% (3/8),100% (3/3),2/2,0/0,0/0,0/0,0/0
2017 Targu Jiu $15K R16,W vs Stoica,86% (6/7),100% (6/6),1/1,14% (1/7),0% (0/1),4/5,1/1,0/0,1/1,0/0
2019 (11 matches),,63.4%,87.5%,47.7%,61.5%,22.0%,64.6%,66.7%,60.0%,75.0%,0.0%
2017 (26 matches),,52.1%,82.8%,40.0%,49.8%,25.4%,64.6%,76.9%,52.9%,61.5%,62.5%
2016 (8 matches),,58.1%,88.0%,45.2%,56.0%,25.5%,65.8%,80.0%,60.0%,100.0%,66.7%
2015 (2 matches),,40.9%,88.9%,41.7%,68.2%,13.3%,50.0%,33.3%,50.0%,0.0%,100.0%
Career (47 matches),,55.2%,85.2%,43.0%,54.3%,23.9%,64.2%,72.1%,55.9%,61.9%,61.5%
