Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2025 Iasi R32,L vs Cristian,43% (3/7),29% (2/7),0/0,0/0,44% (4/9),1/3,1/2,- (0/0),- (0/0)
2019 W25 Bytom SF,L vs Chwalinska,17% (1/6),18% (2/11),0/0,0/0,14% (1/7),4/6,1/2,- (0/0),- (0/0)
2019 W25 Bytom R32,W vs Vdovenco,67% (6/9),50% (6/12),2/2,1/1,0% (0/2),0/0,0/0,- (0/0),- (0/0)
2019 W25 Namangan R16,L vs Rakhimova,62% (8/13),60% (3/5),1/1,0/0,14% (1/7),0/2,0/1,- (0/0),- (0/0)
2019 W25 Namangan R32,W vs Ainitdinova,41% (7/17),71% (5/7),2/3,1/2,78% (7/9),0/0,0/0,- (0/0),- (0/0)
2019 W25 Andijan R32,L vs Chernyshova,0% (0/2),44% (4/9),0/0,0/0,20% (2/10),0/2,0/1,- (0/0),- (0/0)
2019 W15 Tabarka F,W vs Gavrila,64% (7/11),50% (5/10),2/2,1/1,50% (2/4),0/0,0/0,- (0/0),- (0/0)
2019 W15 Tabarka QF,W vs Mansouri,44% (8/18),40% (4/10),2/4,1/3,100% (6/6),0/0,0/0,- (0/0),- (0/0)
2019 W15 Tabarka R16,W vs Lee,78% (7/9),83% (5/6),2/2,1/1,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2019 W15 Tabarka R32,W vs Ayala Serra,50% (6/12),53% (9/17),2/5,1/2,50% (6/12),1/2,0/0,- (0/0),- (0/0)
2019 W15 Tabarka F,L vs Helgo,73% (8/11),50% (4/8),1/1,0/0,40% (4/10),1/3,0/1,- (0/0),- (0/0)
2019 W15 Tabarka SF,W vs Vicens Mas,43% (3/7),69% (9/13),2/3,1/1,60% (9/15),0/0,0/0,- (0/0),- (0/0)
2019 W15 Tabarka QF,W vs Steur,67% (6/9),67% (6/9),2/3,1/1,57% (4/7),0/0,0/0,- (0/0),- (0/0)
2019 W15 Tabarka R16,W vs Makatsaria,55% (6/11),67% (6/9),2/5,1/3,33% (1/3),0/0,0/0,- (0/0),- (0/0)
2019 W15 Tabarka R32,W vs Kommer,89% (8/9),73% (8/11),2/2,1/1,44% (4/9),2/3,0/0,- (0/0),- (0/0)
2019 W15 Tabarka F,L vs Vicens Mas,30% (3/10),63% (5/8),0/0,0/0,61% (11/18),1/3,0/1,- (0/0),- (0/0)
2019 W15 Tabarka SF,W vs Jorge,37% (7/19),58% (7/12),3/9,1/2,56% (5/9),1/1,0/0,50% (4/8),63% (5/8)
2019 W15 Tabarka QF,W vs Bouzo Zanotti,33% (6/18),60% (6/10),2/8,1/3,85% (11/13),0/0,0/0,- (0/0),- (0/0)
2019 W15 Tabarka R16,W vs Schultheiss,60% (6/10),60% (6/10),2/4,1/2,50% (4/8),0/0,0/0,- (0/0),- (0/0)
2019 W15 Tabarka R32,W vs Kuzmova,88% (7/8),50% (5/10),2/2,1/1,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2025 (1 matches),,42.9%,28.6%,-,-,44.4%,33.3%,50.0%,-,-
2019 (24 matches),,52.9%,53.1%,55.9%,60.7%,51.6%,51.4%,22.2%,50.0%,62.5%
2017 (16 matches),,59.4%,46.4%,52.3%,61.1%,46.2%,53.1%,64.3%,59.4%,53.1%
2016 (12 matches),,44.4%,51.5%,52.2%,54.5%,42.6%,39.1%,45.5%,-,-
2015 (12 matches),,50.8%,61.5%,66.7%,55.6%,54.6%,25.0%,30.0%,54.5%,41.7%
Career (70 matches),,53.2%,52.8%,56.7%,58.9%,49.6%,42.7%,42.6%,60.0%,52.6%
