Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,6,2,4,33.3%,5-7,41.7%,53-63,45.7%,1-1,50.0%,6,54.2%,35.5%,2.2%,2.7%,66.1%,56.1%,43.2%,51.7%,44.9%,48.4%,0.93,QF (W15 Antalya)
2025,27,13,14,48.1%,28-27,50.9%,264-238,52.6%,1-4,20.0%,27,57.9%,48.4%,1.3%,2.5%,70.5%,56.4%,45.1%,53.1%,48.7%,51.0%,1.04,F (2x)
2024,49,28,21,57.1%,58-52,52.7%,514-468,52.3%,4-3,57.1%,5,56.5%,27.9%,0.8%,3.2%,64.2%,59.2%,39.6%,52.1%,41.3%,47.4%,0.86,W (W35 Anapoima)
2023,64,45,19,70.3%,93-46,66.9%,729-540,57.4%,6-6,50.0%,2,65.0%,35.0%,2.1%,2.1%,57.1%,65.0%,38.3%,53.6%,43.9%,48.7%,0.95,W (2x)
2022,47,32,15,68.1%,67-39,63.2%,534-403,57.0%,0-6,0.0%,0,,,,,,,,,,,,W (2x)
2021,32,16,16,50.0%,36-37,49.3%,309-332,48.2%,2-1,66.7%,0,,,,,,,,,,,,F (2x)
2019,37,22,15,59.5%,50-34,59.5%,402-349,53.5%,1-1,50.0%,0,,,,,,,,,,,,W (W15 Tabarka)
2018,39,24,15,61.5%,48-33,59.3%,380-332,53.4%,4-2,66.7%,0,,,,,,,,,,,,W (Shymkent $15K)
2017,39,28,11,71.8%,56-31,64.4%,448-366,55.0%,10-4,71.4%,0,,,,,,,,,,,,W (2x)
2016,38,20,18,52.6%,44-39,53.0%,372-349,51.6%,3-3,50.0%,0,,,,,,,,,,,,SF (3x)
2015,40,20,20,50.0%,42-44,48.8%,396-371,51.6%,1-2,33.3%,0,,,,,,,,,,,,SF (Shymkent $10K)
2014,37,18,19,48.6%,38-45,45.8%,371-392,48.6%,2-2,50.0%,0,,,,,,,,,,,,SF (2x)
2013,8,6,2,75.0%,13-6,68.4%,99-70,58.6%,1-0,100.0%,0,,,,,,,,,,,,F (Shymkent 10K)
2012,3,2,1,66.7%,4-2,66.7%,28-23,54.9%,0-0,-,0,,,,,,,,,,,,QF (Westende Middelkerke 10K)
Career,466,276,190,59.2%,582-442,56.8%,4899-4296,53.3%,36-35,50.7%,40,57.6%,43.2%,1.4%,2.6%,68.3%,57.1%,43.5%,52.8%,47.1%,50.0%,1.00,
