Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,12,Grass,33,20,13,60.6%,5,1,4,20.0%,1964,1980,SF,0,,,,,,,,,,
Roland Garros,8,Clay,20,12,8,60.0%,0,0,0,-,1966,1977,F,0,,,,,,,,,,
Wimbledon,12,Grass,27,15,12,55.6%,0,0,0,-,1966,1978,R16,0,,,,,,,,,,
US Open,8,Clay,16,8,8,50.0%,1,1,0,100.0%,1970,1977,QF,0,,,,,,,,,,
Fed Cup,2,,6,3,3,50.0%,0,0,0,-,1972,1975,,0,,,,,,,,,,
Sydney,9,Grass,21,12,9,57.1%,4,1,3,25.0%,1962,1980,QF,0,,,,,,,,,,
Hobart,8,Grass,19,12,7,63.2%,2,0,2,0.0%,1962,1973,W,0,,,,,,,,,,
Melbourne,8,Grass,17,9,8,52.9%,0,0,0,-,1962,1977,QF,0,,,,,,,,,,
New South Wales,6,Grass,15,9,6,60.0%,0,0,0,-,1964,1977,SF,0,,,,,,,,,,
Beckenham,5,Grass,15,10,5,66.7%,0,0,0,-,1966,1971,QF,0,,,,,,,,,,
Queen's Club,5,Grass,14,9,5,64.3%,0,0,0,-,1967,1971,QF,0,,,,,,,,,,
