Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,79,47,32,59.5%,102-74,58.0%,820-733,52.8%,3-3,50.0%,0,,,,,,,,,,,
Clay,229,139,90,60.7%,292-217,57.4%,2478-2138,53.7%,8-3,72.7%,0,,,,,,,,,,,
Grass,276,161,115,58.3%,347-261,57.1%,2896-2635,52.4%,3-13,18.8%,0,,,,,,,,,,,
Carpet,48,20,28,41.7%,46-60,43.4%,468-500,48.3%,1-6,14.3%,0,,,,,,,,,,,
Grand Slams,99,57,42,57.6%,121-98,55.3%,1023-968,51.4%,2-4,33.3%,0,,,,,,,,,,,
Finals,30,15,15,50.0%,34-34,50.0%,310-321,49.1%,0-1,0.0%,0,,,,,,,,,,,
Semi-finals,66,27,39,40.9%,61-83,42.4%,602-692,46.5%,1-2,33.3%,0,,,,,,,,,,,
Quarter-finals,119,56,63,47.1%,125-140,47.2%,1182-1190,49.8%,4-8,33.3%,0,,,,,,,,,,,
vs Righties,316,126,190,39.9%,293-416,41.3%,3016-3548,45.9%,10-16,38.5%,0,,,,,,,,,,,
vs Lefties,44,25,19,56.8%,55-47,53.9%,484-449,51.9%,0-1,0.0%,0,,,,,,,,,,,
