Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,8,Hard,15,7,8,46.7%,3,2,1,66.7%,1995,2002,R32,0,,,,,,,,,,
Roland Garros,8,Clay,12,4,8,33.3%,3,1,2,33.3%,1994,2003,R64,0,,,,,,,,,,
Wimbledon,7,Grass,8,1,7,12.5%,0,0,0,-,1995,2002,R64,0,,,,,,,,,,
US Open,10,Hard,16,6,10,37.5%,1,0,1,0.0%,1994,2003,R32,0,,,,,,,,,,
Fed Cup,7,,25,19,6,76.0%,4,3,1,75.0%,1995,2003,,0,,,,,,,,,,
Quebec City,8,Carpet,15,6,9,40.0%,2,0,2,0.0%,1993,2002,QF,0,,,,,,,,,,
Indian Wells,7,Hard,15,8,7,53.3%,3,1,2,33.3%,1994,2002,R32,0,,,,,,,,,,
Auckland,5,Hard,10,3,7,30.0%,5,3,2,60.0%,1996,2001,R16,0,,,,,,,,,,
San Diego,6,Hard,12,6,6,50.0%,2,1,1,50.0%,1993,2000,R32,0,,,,,,,,,,
Key Biscayne,6,Hard,10,4,6,40.0%,2,1,1,50.0%,1993,1999,R128,0,,,,,,,,,,
Oklahoma,5,Carpet,9,4,5,44.4%,2,0,2,0.0%,1993,2000,R16,0,,,,,,,,,,
