Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2003,4,4,0,100.0%,8-0,100.0%,48-10,82.8%,0-0,-,0,,,,,,,,,,,,
2002,19,7,12,36.8%,15-26,36.6%,171-208,45.1%,1-1,50.0%,0,,,,,,,,,,,,QF (Memphis)
2001,28,11,17,39.3%,27-36,42.9%,285-312,47.7%,2-4,33.3%,0,,,,,,,,,,,,QF (Quebec City)
2000,37,16,21,43.2%,35-51,40.7%,344-424,44.8%,6-5,54.5%,0,,,,,,,,,,,,QF (Hilton Head)
1999,18,5,13,27.8%,10-29,25.6%,125-195,39.1%,1-0,100.0%,0,,,,,,,,,,,,R16 (2x)
1998,17,8,9,47.1%,17-19,47.2%,154-168,47.8%,0-2,0.0%,0,,,,,,,,,,,,R16 (3x)
1997,2,0,2,0.0%,0-4,0.0%,9-24,27.3%,0-0,-,0,,,,,,,,,,,,R32 (2x)
1996,14,3,11,21.4%,10-20,33.3%,109-155,41.3%,0-3,0.0%,0,,,,,,,,,,,,R16 (3x)
1995,25,11,14,44.0%,26-30,46.4%,241-251,49.0%,1-1,50.0%,0,,,,,,,,,,,,QF (Jakarta)
1994,12,3,9,25.0%,8-20,28.6%,103-146,41.4%,0-0,-,0,,,,,,,,,,,,QF (Tokyo Pan Pacific)
1993,3,0,3,0.0%,0-6,0.0%,10-36,21.7%,0-0,-,0,,,,,,,,,,,,R32 (2x)
Career,179,68,111,38.0%,156-241,39.3%,1599-1929,45.3%,11-16,40.7%,0,,,,,,,,,,,,
