Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2009,32,16,16,50.0%,34-28,54.8%,320-307,51.0%,9-5,64.3%,0,,,,,,,,,,,,SF (2x)
2008,42,21,21,50.0%,50-41,54.9%,457-427,51.7%,8-9,47.1%,0,,,,,,,,,,,,W (Bogota)
2007,35,18,17,51.4%,43-32,57.3%,377-344,52.3%,8-5,61.5%,0,,,,,,,,,,,,F (Cordenons)
2005,12,8,4,66.7%,17-8,68.0%,138-107,56.3%,1-2,33.3%,0,,,,,,,,,,,,F (La Serena)
2004,40,30,10,75.0%,63-25,71.6%,477-327,59.3%,3-7,30.0%,0,,,,,,,,,,,,W (4x)
2003,24,16,8,66.7%,35-17,67.3%,277-230,54.6%,6-1,85.7%,0,,,,,,,,,,,,W (Aix En Provence)
2002,46,32,14,69.6%,65-34,65.7%,522-438,54.4%,11-7,61.1%,0,,,,,,,,,,,,W (2x)
2001,8,4,4,50.0%,10-9,52.6%,96-97,49.7%,3-2,60.0%,0,,,,,,,,,,,,SF (Venice)
1998,33,21,12,63.6%,41-29,58.6%,337-288,53.9%,5-3,62.5%,0,,,,,,,,,,,,W (Nice)
1997,34,20,14,58.8%,33-31,51.6%,277-295,48.4%,9-4,69.2%,0,,,,,,,,,,,,W (Quito)
Career,306,186,120,60.8%,391-254,60.6%,3278-2860,53.4%,63-45,58.3%,0,,,,,,,,,,,,
