Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,11,Hard,20,9,11,45.0%,5,2,3,40.0%,1982,1994,R32,0,,,,,,,,,,
Roland Garros,10,Clay,23,13,10,56.5%,3,3,0,100.0%,1983,1992,SF,0,,,,,,,,,,
Wimbledon,10,Grass,21,11,10,52.4%,8,2,6,25.0%,1983,1992,R32,0,,,,,,,,,,
US Open,12,Hard,24,12,12,50.0%,5,1,4,20.0%,1981,1992,R32,0,,,,,,,,,,
Eastbourne,11,Grass,21,10,11,47.6%,3,1,2,33.3%,1983,1995,R32,0,,,,,,,,,,
Birmingham,10,Grass,20,9,11,45.0%,7,3,4,42.9%,1983,1994,QF,0,,,,,,,,,,
San Diego,10,Hard,18,8,10,44.4%,5,5,0,100.0%,1982,1995,R16,0,,,,,,,,,,
Hilton Head,10,Clay,17,7,10,41.2%,6,2,4,33.3%,1983,1993,R32,0,,,,,,,,,,
Amelia Island,10,Clay,15,5,10,33.3%,4,2,2,50.0%,1983,1993,R32,0,,,,,,,,,,
Key Biscayne,9,Hard,21,11,10,52.4%,2,0,2,0.0%,1985,1995,R16,0,,,,,,,,,,
