Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
1994,1,0,1,0.0%,0-1,0.0%,1-6,14.3%,0-1,0.0%,0,,,,,,,,,,,,R64 (Eastbourne)
1993,4,1,3,25.0%,2-5,28.6%,22-39,36.1%,0-1,0.0%,0,,,,,,,,,,,,R32 (Stratton Mountain)
1992,6,1,5,16.7%,3-9,25.0%,35-67,34.3%,0-1,0.0%,0,,,,,,,,,,,,R32 (2x)
1991,10,2,8,20.0%,5-15,25.0%,66-107,38.2%,1-0,100.0%,0,,,,,,,,,,,,R16 (San Juan)
1990,28,10,18,35.7%,17-38,30.9%,204-290,41.3%,4-4,50.0%,0,,,,,,,,,,,,R16 (Toronto)
1989,36,15,21,41.7%,36-40,47.4%,327-353,48.1%,2-8,20.0%,0,,,,,,,,,,,,QF (2x)
1988,37,14,23,37.8%,31-45,40.8%,294-358,45.1%,4-5,44.4%,0,,,,,,,,,,,,SF (Schenectady)
1987,47,23,24,48.9%,49-54,47.6%,456-481,48.7%,3-6,33.3%,0,,,,,,,,,,,,F (San Juan)
1986,49,22,27,44.9%,48-53,47.5%,457-474,49.1%,4-11,26.7%,0,,,,,,,,,,,,SF (Wimbledon Plate)
1985,50,21,29,42.0%,43-59,42.2%,422-493,46.1%,7-3,70.0%,0,,,,,,,,,,,,F (Salt Lake City)
1984,54,27,27,50.0%,56-55,50.5%,505-497,50.4%,8-8,50.0%,0,,,,,,,,,,,,SF (4x)
1983,47,22,25,46.8%,40-56,41.7%,385-462,45.5%,11-5,68.8%,0,,,,,,,,,,,,SF (Mahwah)
1982,35,21,14,60.0%,40-34,54.1%,344-315,52.2%,5-3,62.5%,0,,,,,,,,,,,,F (2x)
Career,404,179,225,44.3%,370-464,44.4%,3518-3942,47.2%,49-56,46.7%,0,,,,,,,,,,,,
