Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,199,93,106,46.7%,184-224,45.1%,1742-1930,47.4%,31-26,54.4%,0,,,,,,,,,,,
Clay,92,41,51,44.6%,96-101,48.7%,850-895,48.7%,8-12,40.0%,0,,,,,,,,,,,
Grass,67,28,39,41.8%,56-79,41.5%,564-662,46.0%,5-13,27.8%,0,,,,,,,,,,,
Carpet,39,12,27,30.8%,26-56,31.7%,304-414,42.3%,5-4,55.6%,0,,,,,,,,,,,
Grand Slams,69,34,35,49.3%,71-77,48.0%,630-694,47.6%,6-10,37.5%,0,,,,,,,,,,,
Premiers,1,0,1,0.0%,0-2,0.0%,3-12,20.0%,0-0,-,0,,,,,,,,,,,
Finals,4,0,4,0.0%,0-6,0.0%,17-37,31.5%,0-2,0.0%,0,,,,,,,,,,,
Semi-finals,13,4,9,30.8%,10-18,35.7%,108-139,43.7%,0-3,0.0%,0,,,,,,,,,,,
Quarter-finals,28,13,15,46.4%,29-32,47.5%,271-292,48.1%,4-4,50.0%,0,,,,,,,,,,,
vs Righties,186,68,118,36.6%,142-245,36.7%,1498-1926,43.8%,21-19,52.5%,0,,,,,,,,,,,
vs Lefties,9,2,7,22.2%,3-15,16.7%,51-98,34.2%,1-0,100.0%,0,,,,,,,,,,,
vs Top 10,35,3,32,8.6%,7-62,10.1%,164-398,29.2%,1-4,20.0%,0,,,,,,,,,,,
