Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,426,244,182,57.3%,615-468,56.8%,5536-5100,52.0%,109-82,57.1%,411,79.8%,23.2%,9.5%,4.3%,52.5%,75.3%,51.4%,63.9%,37.9%,50.7%,1.05
Clay,88,38,50,43.2%,116-117,49.8%,1117-1098,50.4%,13-14,48.1%,80,75.1%,21.7%,6.4%,3.3%,52.6%,69.5%,51.1%,60.8%,37.6%,49.4%,0.96
Grass,95,55,40,57.9%,144-107,57.4%,1323-1213,52.2%,23-29,44.2%,95,83.9%,21.3%,9.6%,4.2%,55.4%,77.1%,52.8%,66.2%,36.5%,51.2%,1.08
Carpet,15,13,2,86.7%,32-10,76.2%,242-182,57.1%,8-2,80.0%,11,85.0%,24.6%,12.8%,3.1%,60.5%,77.1%,49.5%,66.2%,38.2%,52.0%,1.13
Grand Slams,121,67,54,55.4%,235-200,54.0%,2164-2065,51.2%,37-30,55.2%,121,79.0%,23.5%,8.5%,3.5%,53.0%,74.0%,51.5%,63.5%,38.0%,50.6%,1.04
Masters,102,45,57,44.1%,109-124,46.8%,1094-1165,48.4%,19-11,63.3%,101,73.9%,22.5%,7.9%,4.3%,52.2%,71.9%,49.8%,61.4%,37.9%,49.5%,0.98
Other Tours,378,215,163,56.9%,495-373,57.0%,4526-4143,52.2%,95-85,52.8%,375,82.0%,22.4%,9.8%,4.3%,53.4%,75.9%,52.0%,64.8%,37.4%,51.0%,1.06
Best of 5,144,89,55,61.8%,302-208,59.2%,2605-2306,53.0%,40-31,56.3%,122,79.0%,23.3%,8.5%,3.5%,53.1%,74.1%,51.4%,63.5%,37.9%,50.5%,1.04
Best of 3,480,261,219,54.4%,605-494,55.1%,5613-5287,51.5%,113-96,54.1%,475,80.3%,22.5%,9.4%,4.3%,53.1%,75.1%,51.6%,64.1%,37.6%,50.7%,1.05
Finals,14,4,10,28.6%,11-21,34.4%,153-177,46.4%,3-3,50.0%,14,76.8%,15.8%,9.2%,3.4%,53.4%,75.2%,46.8%,61.9%,34.7%,48.1%,0.91
Semi-finals,35,14,21,40.0%,33-47,41.3%,385-427,47.4%,9-10,47.4%,34,76.8%,17.9%,8.8%,3.4%,53.5%,72.1%,50.8%,62.2%,35.6%,48.9%,0.94
Quarter-finals,66,35,31,53.0%,85-75,53.1%,827-800,50.8%,21-19,52.5%,66,83.0%,19.0%,10.0%,3.9%,54.4%,76.1%,51.9%,65.1%,35.3%,50.1%,1.01
vs Righties,544,298,246,54.8%,777-621,55.6%,7105-6652,51.6%,128-111,53.6%,523,79.7%,22.5%,9.1%,4.1%,53.0%,74.8%,51.4%,63.8%,37.5%,50.6%,1.04
vs Lefties,75,48,27,64.0%,118-79,59.9%,1031-910,53.1%,24-15,61.5%,72,80.9%,24.3%,9.7%,4.1%,54.5%,74.8%,52.1%,64.5%,38.3%,51.2%,1.08
vs Top 10,76,23,53,30.3%,75-126,37.3%,895-1085,45.2%,19-15,55.9%,75,74.1%,16.3%,8.4%,3.8%,53.4%,72.2%,48.3%,61.1%,34.2%,47.8%,0.88
