Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
10,Rafael Nadal [ESP],1,9,10.0%,2,1,1,50.0%,2006,2017,10,0.78,10.2%,4.5%,54.2%,73.3%,42.0%,59.0%,32.2%,55.7%,28.3%
9,Mikhail Youzhny [RUS],5,4,55.6%,4,3,1,75.0%,2005,2018,9,0.91,8.6%,4.8%,54.1%,71.4%,48.8%,61.0%,35.6%,53.8%,36.4%
9,Viktor Troicki [SRB],6,3,66.7%,2,2,0,100.0%,2010,2018,9,1.13,7.3%,2.3%,52.1%,74.9%,51.1%,63.5%,41.4%,57.1%,47.8%
9,Grigor Dimitrov [BUL],1,8,11.1%,4,1,3,25.0%,2011,2017,9,0.87,8.0%,4.4%,56.8%,72.7%,50.0%,62.9%,32.2%,60.3%,24.0%
8,Philipp Kohlschreiber [GER],5,3,62.5%,3,3,0,100.0%,2006,2017,8,0.98,5.9%,3.1%,50.8%,70.1%,52.8%,61.6%,37.7%,67.7%,43.2%
8,John Isner [USA],0,8,0.0%,7,1,6,14.3%,2009,2016,8,0.73,8.5%,5.4%,46.9%,78.4%,55.7%,66.3%,24.5%,62.2%,70.0%
8,Novak Djokovic [SRB],0,8,0.0%,6,3,3,50.0%,2007,2015,8,0.83,7.8%,3.5%,53.2%,70.5%,48.1%,60.0%,33.3%,56.6%,34.1%
8,Andy Murray [GBR],3,5,37.5%,2,1,1,50.0%,2006,2012,8,0.95,6.3%,2.8%,55.7%,68.4%,47.8%,59.2%,38.7%,62.2%,54.0%
8,Roger Federer [SUI],1,7,12.5%,4,2,2,50.0%,2004,2010,8,0.75,5.3%,4.0%,52.7%,68.9%,48.9%,59.5%,30.3%,42.1%,28.9%
7,Tomas Berdych [CZE],3,4,42.9%,2,2,0,100.0%,2006,2016,7,0.90,9.7%,4.3%,52.4%,72.8%,47.5%,60.8%,35.3%,69.2%,22.2%
7,Jo Wilfried Tsonga [FRA],0,7,0.0%,4,1,3,25.0%,2011,2016,7,0.85,5.8%,3.5%,54.7%,73.5%,50.0%,62.8%,31.8%,51.9%,29.4%
7,Ernests Gulbis [LAT],5,2,71.4%,1,1,0,100.0%,2007,2015,7,1.22,8.5%,4.6%,52.4%,75.4%,58.9%,67.5%,39.4%,64.5%,39.2%
7,Julien Benneteau [FRA],2,5,28.6%,4,3,1,75.0%,2006,2013,7,0.95,7.9%,2.9%,50.8%,69.0%,50.2%,59.7%,38.2%,57.1%,31.7%
7,Arnaud Clement [FRA],5,2,71.4%,4,3,1,75.0%,2006,2011,7,1.10,12.9%,4.7%,50.7%,77.9%,51.5%,64.9%,38.8%,62.2%,41.7%
6,Guillermo Garcia Lopez [ESP],0,6,0.0%,1,0,1,0.0%,2007,2018,6,0.87,8.3%,3.4%,54.4%,71.6%,43.1%,58.6%,36.1%,61.9%,43.3%
