Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2019 Wimbledon R64,L vs Berrettini,111.2,119.2,5.5,122.0,115.8,127,101,100.3,4.4,104.0,101.7,111,93
2018 US Open R64,L vs Pouille,100.9,112.7,7.6,116.1,106.7,126,94,85.7,7.4,89.5,90.5,103,70
2018 Wimbledon R64,L vs Khachanov,111.8,119.4,6.0,122.5,114.5,130,104,97.4,7.1,100.7,97.3,115,85
2018 Wimbledon R128,W vs Thiem,106.7,118.1,6.7,121.9,114.2,130,103,95.3,5.4,103.3,94.0,110,82
2017 US Open R128,L vs Fritz,104.4,114.4,7.0,115.3,107.4,127,91,93.7,6.9,98.0,87.4,109,80
2017 Wimbledon R64,L vs Dimitrov,107.9,119.3,6.6,122.4,111.7,129,103,94.1,8.3,104.0,91.2,114,81
2017 Wimbledon R128,W vs Ward,106.8,118.0,7.0,121.7,111.6,128,101,92.0,8.0,98.7,90.5,108,80
2017 Roland Garros R128,L vs Almagro,96.2,112.4,9.3,,,125,79,74.5,5.9,,,88,65
2017 Australian Open R64,L vs Nadal,102.8,116.0,7.8,119.1,113.5,128,100,85.9,5.3,84.3,87.1,101,74
2016 US Open R16,L vs Monfils,94.4,113.6,7.1,116.6,109.2,125,100,83.3,7.0,88.3,78.9,95,66
2016 US Open R32,W vs Harrison,96.9,113.9,8.1,120.6,110.3,128,96,83.8,5.9,87.4,83.2,102,73
2016 US Open R64,W vs Paire,100.5,114.2,9.5,,,129,86,85.3,7.5,,,100,68
2016 Roland Garros R64,L vs Tsonga,101.2,114.9,6.5,118.4,112.4,128,90,83.4,7.0,88.5,82.9,102,73
2016 Australian Open R128,L vs Tsonga,104.3,114.5,9.1,,,128,86,92.2,7.9,,,112,78
2015 Wimbledon R32,L vs Goffin,107.7,114.8,6.0,,,125,97,96.6,5.8,,,109,82
2015 Wimbledon R64,W vs Millman,105.1,116.7,5.9,,,130,105,91.7,7.0,,,107,78
2015 Roland Garros R64,L vs Dzumhur,94.2,107.9,16.1,,,127,76,82.4,8.4,,,98,66
2015 Roland Garros R128,W vs Karlovic,96.6,116.6,6.0,,,125,105,83.2,7.9,,,100,69
2015 Australian Open R32,L vs Dimitrov,107.5,112.7,8.2,,,133,96,98.7,16.9,,,142,82
2015 Australian Open R64,W vs Goffin,107.2,116.3,8.1,,,128,100,94.3,7.4,,,108,77
Career (48 matches),,104.8,115.8,8.0,119.7,112.1,134,67,90.4,7.4,92.0,87.6,142,65
