Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2019 Wimbledon R64,L vs Berrettini,45.6%,36.1%,5.1%,2/2,1.98,22.8%,32.7%,44.4%,1.8%,1.79,41.4%,85.7%,27.8%,14.3%,2.18,3.6%
2019 Wimbledon R128,W vs Schnur,73.2%,53.5%,5.2%,3/2,2.17,9.4%,71.9%,54.3%,3.1%,2.02,20.0%,86.2%,52.0%,10.3%,2.31,0.0%
2019 Dubai R16,L vs Monfils,55.4%,54.8%,1.8%,0/1,2.11,12.5%,51.4%,47.4%,0.0%,1.93,28.6%,70.6%,66.7%,5.9%,2.25,0.0%
2018 Indian Wells R128,W vs Nishioka,85.3%,48.1%,4.2%,1/3,1.98,15.0%,88.9%,48.2%,3.2%,1.92,28.1%,92.6%,48.0%,7.4%,2.04,0.0%
2017 Chengdu F,L vs Istomin,68.8%,36.4%,6.3%,0/1,2.11,11.1%,70.0%,42.9%,10.0%,1.33,0.0%,66.7%,25.0%,0.0%,2.50,16.7%
2017 Madrid R64,L vs Kyrgios,50.8%,36.7%,3.4%,1/1,2.53,5.0%,52.4%,36.4%,0.0%,2.44,11.1%,47.1%,37.5%,11.8%,2.59,0.0%
2016 Tokyo R16,L vs Muller,50.8%,36.7%,6.8%,1/3,2.34,32.3%,38.2%,38.5%,11.8%,2.25,43.5%,81.0%,35.3%,0.0%,2.60,0.0%
2016 Dubai F,L vs Wawrinka,63.2%,37.5%,0.0%,0/0,2.29,76.0%,66.7%,34.4%,0.0%,2.02,68.2%,66.7%,43.8%,0.0%,2.50,82.1%
2015 Stockholm QF,W vs Muller,63.9%,48.4%,1.0%,1/0,2.36,37.0%,54.5%,30.0%,0.0%,2.06,80.0%,84.2%,65.6%,2.6%,2.59,7.0%
2015 Stockholm R32,W vs Querrey,69.0%,50.0%,1.7%,1/0,2.38,7.7%,55.2%,56.3%,0.0%,2.29,15.0%,88.9%,45.8%,3.7%,2.47,0.0%
2015 Atlanta F,L vs Isner,33.3%,23.1%,15.4%,4/2,2.55,2.5%,33.3%,11.1%,7.4%,2.55,4.5%,33.3%,50.0%,33.3%,2.56,0.0%
2015 Nottingham R16,W vs Zverev,64.2%,58.8%,5.7%,1/2,2.42,3.3%,66.7%,55.0%,3.3%,2.25,5.6%,73.7%,64.3%,10.5%,2.67,0.0%
2015 Geneva R32,L vs Bellucci,51.1%,51.1%,1.1%,0/1,2.30,1.4%,47.5%,57.1%,0.0%,2.43,4.0%,73.1%,42.1%,3.8%,2.23,0.0%
2015 Zagreb SF,L vs Garcia Lopez,80.6%,40.7%,1.5%,0/1,2.49,51.2%,82.9%,34.5%,0.0%,2.21,45.8%,92.6%,48.0%,3.7%,2.84,57.9%
2014 Geneva CH SF,W vs Albot,80.9%,58.2%,0.0%,0/0,2.10,8.6%,82.2%,62.2%,0.0%,2.07,21.4%,94.7%,50.0%,0.0%,2.12,0.0%
2013 US Open R64,W vs Anderson,55.6%,75.0%,1.4%,0/1,2.40,23.3%,54.3%,76.0%,0.0%,2.17,44.4%,68.2%,73.3%,4.5%,2.50,14.3%
2013 Brisbane R16,W vs Mayer,84.6%,54.5%,4.6%,0/3,-,18.5%,80.0%,46.9%,0.0%,-,36.4%,92.0%,65.2%,12.0%,-,6.3%
2013 Brisbane R32,W vs Mitchell,62.5%,48.6%,1.8%,0/1,2.34,8.3%,45.5%,46.7%,0.0%,2.31,11.8%,90.9%,50.0%,4.5%,2.37,5.3%
2012 Olympics R16,L vs Murray,62.5%,44.4%,5.6%,2/2,2.21,38.2%,52.2%,45.8%,4.3%,2.17,60.4%,84.0%,42.9%,8.0%,2.27,0.0%
2012 Miami R64,L vs Djokovic,65.6%,38.1%,4.7%,0/3,2.66,3.2%,52.5%,38.1%,0.0%,2.59,5.3%,91.3%,38.1%,13.0%,2.75,0.0%
Career (35 matches),,69.3%,47.0%,4.1%,44.5%,2.21,21.2%,65.1%,44.0%,2.2%,2.12,32.6%,83.7%,51.0%,8.0%,2.29,11.1%
