Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2019,179,285,92,1714,87,1681,,,60,1652,,,,
2018,124,460,82,1719,70,1692,113,1597,57,1654,,,,
2017,102,564,39,1841,35,1805,72,1691,30,1748,404,135,,
2016,36,1140,32,1864,30,1824,61,1716,32,1763,420,135,,
2015,46,933,29,1872,26,1824,75,1700,25,1770,859,45,,
2014,85,610,37,1841,32,1795,78,1676,28,1749,,,,
2013,87,605,46,1807,39,1782,83,1667,51,1673,169,420,61,1666
2012,36,1070,26,1893,21,1860,56,1733,30,1759,212,315,78,1624
2011,44,940,40,1851,35,1818,62,1713,34,1739,272,225,,
2010,20,1785,27,1896,20,1861,50,1763,29,1731,508,90,,
2009,42,945,29,1884,28,1840,71,1707,22,1784,833,33,,
2008,98,475,49,1814,47,1742,48,1758,16,1801,282,195,,
2007,16,1600,7,1986,12,1903,20,1855,8,1871,106,500,45,1661
2006,12,1860,26,1877,25,1824,60,1715,19,1773,393,125,,
2005,55,634,56,1782,58,1714,148,1552,67,1629,787,32,,
2004,159,275,55,1803,54,1737,118,1603,87,1578,643,49,,
2003,197,184,201,1538,160,1532,,,,,584,57,,
2002,573,30,,,,,,,,,885,22,,
2001,1383,1,,,,,,,,,1536,1,,
2000,1175,2,,,,,,,,,,,,
