Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2019 Wimbledon R64,L vs Berrettini,25.0%,36.9%,52.6%,32.6%,35.6%,53.3%,65.5%,49.8%,52.6%,53.8%,50.0%,15.2%,21.2%,39.3%,23
2019 Wimbledon R128,W vs Schnur,31.3%,41.0%,58.5%,39.2%,44.4%,60.0%,68.0%,58.9%,61.9%,33.3%,66.7%,17.6%,20.6%,50.0%,56
2019 Dubai R16,L vs Monfils,27.3%,29.5%,40.6%,29.8%,36.4%,40.9%,57.1%,41.4%,40.0%,41.7%,0.0%,18.2%,18.2%,27.8%,-79
2018 Indian Wells R128,W vs Nishioka,31.6%,37.9%,41.7%,36.1%,45.8%,54.2%,37.5%,53.1%,63.3%,34.5%,100.0%,9.7%,12.9%,46.4%,-26
2017 Chengdu F,L vs Istomin,31.3%,31.3%,44.4%,35.0%,25.0%,25.0%,33.3%,40.0%,0.0%,0.0%,-,40.0%,40.0%,50.0%,173
2017 Madrid R64,L vs Kyrgios,34.9%,41.3%,55.0%,38.3%,45.5%,54.5%,83.3%,51.8%,66.7%,44.4%,-,24.1%,27.6%,31.8%,-29
2016 Tokyo R16,L vs Muller,28.6%,42.9%,53.1%,37.1%,27.3%,45.5%,58.3%,40.0%,57.1%,57.9%,-,38.5%,46.2%,37.5%,205
2016 Dubai F,L vs Wawrinka,26.9%,39.7%,62.0%,30.9%,38.9%,52.8%,59.1%,47.5%,46.7%,42.9%,0.0%,20.0%,34.3%,64.3%,65
2015 Stockholm QF,W vs Muller,29.8%,41.2%,51.9%,35.9%,44.3%,59.0%,58.8%,55.6%,58.6%,28.1%,25.0%,14.0%,22.0%,46.5%,7
2015 Stockholm R32,W vs Querrey,34.8%,43.9%,62.5%,40.6%,44.7%,55.3%,66.7%,54.7%,46.7%,43.5%,100.0%,24.0%,32.0%,57.9%,83
2015 Atlanta F,L vs Isner,22.2%,40.7%,47.5%,28.0%,24.1%,41.4%,54.5%,34.8%,61.1%,36.4%,100.0%,21.7%,43.5%,38.9%,42
2015 Nottingham R16,W vs Zverev,31.1%,51.1%,76.7%,41.6%,41.9%,64.5%,83.3%,57.1%,62.5%,46.7%,-,7.7%,23.1%,66.7%,-39
2015 Geneva R32,L vs Bellucci,25.5%,32.7%,45.3%,28.7%,43.8%,56.3%,59.3%,51.2%,64.3%,45.0%,50.0%,12.7%,16.4%,37.5%,6
2015 Zagreb SF,L vs Garcia Lopez,29.2%,38.5%,39.5%,34.8%,40.0%,55.0%,50.0%,49.0%,55.6%,31.8%,40.0%,13.6%,13.6%,26.3%,14
2014 Geneva CH SF,W vs Albot,25.0%,39.6%,51.4%,30.2%,39.1%,60.9%,64.3%,50.0%,75.0%,36.4%,100.0%,12.5%,20.8%,42.9%,-19
2013 US Open R64,W vs Anderson,41.3%,55.6%,71.0%,44.4%,63.0%,77.8%,70.0%,70.4%,40.0%,35.3%,-,30.0%,46.7%,71.4%,157
2013 Brisbane R16,W vs Mayer,47.3%,63.6%,44.4%,50.9%,68.6%,80.0%,45.5%,74.3%,52.6%,31.3%,0.0%,11.1%,38.9%,43.8%,-8
2013 Brisbane R32,W vs Mitchell,36.7%,45.0%,59.5%,44.2%,48.6%,57.1%,72.2%,61.4%,81.3%,52.6%,66.7%,20.8%,29.2%,47.4%,-19
2012 Olympics R16,L vs Murray,19.8%,30.7%,46.8%,27.7%,25.8%,40.9%,51.0%,37.9%,56.3%,61.8%,66.7%,9.7%,12.9%,39.3%,-24
2012 Miami R64,L vs Djokovic,34.0%,44.0%,58.1%,39.2%,44.1%,55.9%,57.9%,51.8%,70.6%,41.2%,50.0%,14.3%,21.4%,58.3%,19
Career (35 matches),,28.6%,38.1%,49.9%,34.1%,40.8%,53.9%,56.4%,50.9%,52.4%,42.4%,45.7%,15.7%,21.4%,44.1%,36
