Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2024 Olympics R64,L vs Ofner,6.6%,50.0%,7.8%,40.0%,18.2%,23.5%,33.3%,0.0%,0.0%,9.6%,33.3%,-95,-2
2022 Shymkent CH F,L vs Fomin,0.0%,-,7.6%,72.7%,14.9%,15.2%,13.3%,3.7%,16.7%,2.6%,42.9%,-32,-10
2022 Davis Cup Qualifiers RR,W vs Diez,2.3%,100.0%,6.7%,100.0%,32.7%,30.4%,40.0%,11.1%,25.0%,4.9%,42.9%,87,75
2022 Australian Open Q1,L vs Martin,0.0%,-,8.7%,68.8%,14.8%,12.7%,11.8%,1.3%,5.6%,1.2%,25.0%,-41,-5
2021 Roland Garros Q1,L vs Olivo,3.0%,66.7%,9.6%,66.7%,7.9%,5.9%,4.5%,4.8%,20.8%,2.2%,16.7%,-57,-42
2021 Rotterdam R32,L vs Murray,0.0%,-,14.4%,78.6%,10.5%,20.5%,0.0%,9.7%,38.1%,3.8%,17.6%,-84,-53
2021 Australian Open R128,L vs Krajinovic,1.1%,100.0%,7.3%,62.5%,15.2%,24.3%,16.7%,8.9%,40.0%,2.0%,33.3%,13,30
2020 Davis Cup Qualifiers RR,L vs Bublik,7.2%,40.0%,14.8%,65.0%,11.4%,17.4%,16.7%,10.7%,16.7%,1.6%,100.0%,-31,-32
2020 Davis Cup Qualifiers RR,W vs Kukushkin,7.1%,100.0%,15.6%,82.8%,9.5%,11.5%,25.0%,10.8%,21.4%,2.4%,22.2%,-62,-22
2020 Rotterdam R32,L vs Goffin,0.0%,-,5.9%,84.6%,10.4%,13.9%,10.0%,11.3%,29.4%,1.7%,42.9%,-63,-33
2020 Bangkok CH F,L vs Gaio,3.0%,100.0%,21.5%,66.7%,18.6%,27.7%,12.5%,15.4%,28.6%,2.8%,50.0%,77,33
2019 Davis Cup Finals RR,W vs Evans,10.7%,54.5%,21.8%,54.2%,16.8%,13.2%,16.0%,8.3%,30.0%,1.9%,16.7%,17,26
2019 Davis Cup Finals RR,W vs Bublik,7.3%,83.3%,17.3%,85.3%,20.0%,31.3%,37.5%,25.8%,33.3%,2.5%,16.7%,-16,-25
2019 Hamburg CH R32,L vs Sels,1.6%,100.0%,14.4%,77.1%,10.4%,13.6%,13.6%,3.7%,14.3%,2.0%,62.5%,-64,-55
2019 Ismaning CH R32,L vs Haerteis,10.0%,66.7%,12.6%,73.1%,11.4%,9.1%,40.0%,17.1%,33.3%,1.0%,0.0%,0,37
2019 Florence CH R16,W vs Munar,6.0%,100.0%,18.8%,83.9%,9.8%,10.1%,5.0%,8.7%,46.2%,3.3%,46.2%,6,-17
2019 Sibiu CH R32,L vs Petrovic,11.8%,66.7%,7.4%,55.6%,13.3%,15.8%,50.0%,0.0%,0.0%,3.0%,50.0%,-76,-54
2019 US Open R128,L vs Schwartzman,3.5%,66.7%,11.7%,71.4%,7.1%,10.2%,0.0%,8.9%,28.6%,2.7%,50.0%,-97,-74
2019 Winston Salem R32,W vs Sousa,4.4%,100.0%,11.0%,89.5%,11.2%,11.6%,0.0%,9.7%,30.0%,2.2%,20.0%,-36,18
2019 Winston Salem R64,W vs Kudla,0.0%,-,7.0%,80.0%,10.5%,10.0%,0.0%,5.3%,0.0%,3.6%,37.5%,-111,-29
Career (56 matches),,4.0%,66.9%,10.6%,71.8%,12.4%,15.5%,12.2%,8.3%,25.6%,2.4%,30.9%,-46,-20
