Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2024,1202,7,,,,,,,,,63,1415,,
2023,756,32,,,,,,,,,,,,
2022,258,207,237,1509,195,1503,221,1476,133,1516,,,,
2021,230,279,174,1574,143,1565,165,1536,111,1555,,,,
2020,197,330,128,1608,108,1591,124,1570,,,34,2859,,
2019,162,316,120,1662,104,1641,109,1601,97,1603,33,2890,31,1785
2018,50,965,63,1756,60,1713,63,1693,56,1661,38,2100,51,1717
2017,42,1130,58,1783,56,1735,55,1735,62,1658,81,1075,55,1701
2016,59,795,71,1751,84,1675,54,1734,61,1635,148,503,93,1591
2015,66,740,73,1743,78,1673,67,1715,64,1650,77,1020,68,1646
2014,83,620,72,1750,71,1703,64,1708,83,1589,45,1640,53,1689
2013,43,977,42,1829,58,1733,31,1820,86,1602,56,1320,90,1601
2012,56,780,92,1706,103,1624,55,1734,115,1545,152,460,75,1630
2011,45,926,56,1794,60,1712,42,1786,70,1625,82,955,64,1657
2010,65,778,53,1806,56,1736,41,1790,80,1580,156,445,,
2009,447,75,,,,,,,,,,,,
2008,116,433,86,1716,49,1738,102,1645,129,1512,243,244,,
2007,114,388,126,1642,119,1583,103,1629,142,1500,177,329,,
2006,167,245,87,1694,81,1649,106,1614,108,1536,249,223,,
2005,669,25,,,,,,,,,586,58,,
2004,1272,3,,,,,,,,,1760,1,,
