Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,272,120,152,44.1%,335-393,46.0%,3560-3671,49.2%,52-82,38.8%,255,78.3%,19.9%,8.6%,3.8%,58.4%,72.8%,49.2%,63.0%,35.5%,49.3%,0.96
Clay,174,89,85,51.1%,224-225,49.9%,2178-2164,50.2%,24-40,37.5%,165,75.9%,24.2%,6.1%,2.9%,60.3%,69.7%,49.5%,61.7%,38.0%,49.9%,0.99
Grass,56,22,34,39.3%,68-92,42.5%,786-862,47.7%,17-16,51.5%,56,81.9%,13.5%,10.7%,3.1%,61.2%,73.4%,50.6%,64.6%,32.1%,48.7%,0.91
Carpet,2,1,1,50.0%,2-3,40.0%,22-26,45.8%,0-0,-,0,,,,,,,,,,,
Grand Slams,64,20,44,31.3%,94-142,39.8%,1068-1232,46.4%,18-20,47.4%,64,76.4%,16.6%,8.9%,3.5%,60.3%,71.2%,48.3%,62.1%,33.9%,48.2%,0.89
Masters,82,34,48,41.5%,85-108,44.0%,906-953,48.7%,8-17,32.0%,82,73.2%,24.8%,7.0%,4.2%,57.5%,69.9%,46.5%,60.0%,37.9%,49.2%,0.95
Other Tours,313,148,165,47.3%,360-399,47.4%,3768-3838,49.5%,57-87,39.6%,313,79.3%,20.6%,8.0%,3.2%,59.6%,72.3%,50.6%,63.5%,36.0%,49.8%,0.99
Best of 5,94,37,57,39.4%,158-197,44.5%,1674-1778,48.5%,24-31,43.6%,72,76.9%,17.1%,9.0%,3.5%,60.4%,71.7%,48.1%,62.4%,34.1%,48.4%,0.91
Best of 3,410,195,215,47.6%,471-516,47.7%,4872-4945,49.6%,69-107,39.2%,404,78.3%,21.4%,7.8%,3.4%,59.1%,71.9%,49.8%,62.9%,36.4%,49.7%,0.98
Finals,5,2,3,40.0%,5-8,38.5%,63-64,49.6%,0-1,0.0%,5,77.4%,23.4%,6.9%,5.9%,57.2%,72.7%,45.1%,60.9%,37.5%,49.4%,0.96
Semi-finals,17,5,12,29.4%,18-26,40.9%,230-236,49.4%,4-12,25.0%,17,78.9%,21.1%,9.1%,3.9%,59.3%,72.8%,48.5%,62.9%,34.6%,49.5%,0.93
Quarter-finals,39,17,22,43.6%,40-52,43.5%,414-456,47.6%,4-5,44.4%,39,73.2%,22.0%,6.8%,3.0%,59.4%,68.3%,48.9%,60.4%,36.3%,48.6%,0.92
vs Righties,433,198,235,45.7%,534-618,46.4%,5604-5781,49.2%,78-117,40.0%,408,77.6%,20.8%,8.0%,3.4%,59.2%,71.6%,49.4%,62.5%,36.1%,49.4%,0.96
vs Lefties,71,34,37,47.9%,95-95,50.0%,942-942,50.0%,15-21,41.7%,68,80.3%,18.7%,8.3%,3.4%,60.5%,73.4%,50.0%,64.2%,34.9%,49.5%,0.97
vs Top 10,37,7,30,18.9%,30-77,28.0%,424-593,41.7%,5-9,35.7%,36,68.1%,16.2%,7.2%,3.2%,61.4%,66.1%,45.2%,58.0%,32.7%,45.9%,0.78
