Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 W15 Hua Hin R32,L vs Brouleau,0.82,0.18,23.7,2.0,-,36.4%,-,30.0%,28.6%,0.0%
2019 W15 Antalya R16,L vs Lukacs,0.89,0.76,50.9,3.4,8.6%,51.4%,6.1%,48.5%,37.2%,48.8%
2019 W15 Antalya R32,W vs Tuayeva,0.94,1.80,39.4,2.0,28.0%,64.0%,0.0%,60.0%,63.2%,83.3%
2019 W15 Antalya R32,L vs Monnet,0.84,0.57,37.9,2.9,8.3%,41.7%,4.5%,22.7%,45.2%,46.7%
2017 Tokyo Q1,L vs Eraydin,0.79,0.44,26.6,2.0,0.0%,35.7%,0.0%,51.9%,28.0%,34.8%
2017 Tsukuba $25K R16,L vs Omae,0.93,0.72,46.2,3.0,8.8%,38.2%,0.0%,50.0%,45.7%,40.6%
2017 Tsukuba $25K R32,W vs Yoshitomi,0.97,1.24,59.4,2.3,6.1%,60.6%,3.1%,56.3%,64.3%,41.5%
2017 Tokyo $25K R32,L vs Okamura,0.99,0.76,56.1,2.4,2.6%,47.4%,2.9%,47.1%,44.1%,36.4%
2017 Wuhan $25K R16,L vs Xun,0.69,0.39,24.7,2.0,13.8%,51.7%,0.0%,42.9%,33.3%,26.1%
2017 Kurume $60K R32,L vs Hayashi,0.94,0.70,56.0,3.6,6.9%,55.2%,4.3%,43.5%,41.2%,32.3%
2017 Pelham AL $25K R32,W vs Leduc,1.13,1.88,29.5,2.1,0.0%,61.5%,4.3%,47.8%,75.0%,75.0%
2017 Kofu $25K R32,L vs Muramatsu,1.06,0.91,88.9,4.6,3.6%,41.1%,5.7%,52.8%,53.8%,37.0%
2017 Nishi Tama $15K R32,L vs Yoshitomi,0.92,0.87,77.6,5.0,1.8%,49.1%,0.0%,60.4%,50.0%,36.2%
2017 Yokohama $25K R32,W vs Ayukawa,0.98,1.69,43.5,2.3,8.0%,64.0%,4.2%,75.0%,55.9%,50.0%
2017 Nanjing $15K R32,L vs Kang,1.02,0.69,46.3,2.4,0.0%,44.8%,7.4%,33.3%,36.7%,46.4%
2017 Nanjing $15K F,L vs Xun,0.95,0.63,47.0,2.2,2.9%,51.4%,3.0%,60.6%,33.3%,25.0%
2017 Nanjing $15K SF,W vs Guo,1.04,1.19,69.3,3.3,2.2%,51.1%,0.0%,53.3%,63.6%,45.2%
2017 Nanjing $15K QF,W vs Liu,1.10,1.12,85.4,3.4,4.6%,60.0%,6.9%,50.0%,45.9%,44.8%
2017 Cairo $15K SF,L vs Teichmann,0.99,0.67,43.5,2.0,6.1%,33.3%,0.0%,54.8%,42.3%,33.3%
2017 Cairo $15K QF,W vs Kremer,1.18,1.50,42.7,2.1,2.7%,70.3%,0.0%,55.9%,50.0%,43.3%
2019 (4 matches),,0.87,0.73,40.6,2.4,14.3%,49.1%,3.8%,42.0%,43.0%,47.6%
2017 (22 matches),,1.01,0.99,53.8,2.4,4.0%,53.0%,2.7%,52.2%,48.8%,44.2%
2016 (27 matches),,0.98,0.88,55.1,2.6,3.9%,51.8%,1.2%,52.1%,42.6%,44.2%
2015 (9 matches),,1.00,0.91,59.4,3.0,1.5%,52.0%,1.7%,55.4%,46.9%,37.0%
2014 (10 matches),,0.99,0.90,52.9,2.4,3.6%,54.1%,1.9%,49.2%,44.3%,42.9%
Career (74 matches),,0.99,0.91,54.4,2.5,3.9%,52.2%,1.9%,51.8%,45.1%,43.0%
