Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
1996 Miami SF,L vs Agassi,9.5%,66.7%,11.5%,46.7%,9.3%,17.4%,0.0%,5.3%,25.0%,0.8%,50.0%,-58,-58
1996 Miami R16,W vs Edberg,14.3%,23.1%,15.9%,35.7%,19.6%,41.7%,0.0%,20.0%,27.8%,0.0%,-,-5,9
1995 Essen SF,L vs Washington,0.0%,-,18.0%,66.7%,15.2%,19.0%,14.3%,7.3%,22.2%,0.0%,-,-6,3
1993 Paris SF,L vs Medvedev,27.7%,61.5%,23.7%,61.7%,14.2%,26.0%,0.0%,12.5%,21.1%,0.0%,-,-2,-2
1991 Roland Garros R16,L vs Davin,5.3%,83.3%,25.3%,63.3%,9.8%,11.1%,11.8%,4.3%,3.6%,0.7%,0.0%,-21,-24
Career (5 matches),,12.6%,54.9%,20.0%,57.1%,12.3%,20.0%,9.4%,8.2%,17.8%,0.4%,16.7%,-19,-17
