Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,158,85,73,53.8%,206-182,53.1%,1911-1814,51.3%,27-30,47.4%,141,77.9%,25.2%,5.3%,4.1%,56.0%,72.2%,49.9%,62.4%,39.1%,50.7%,1.04
Clay,122,58,64,47.5%,157-160,49.5%,1530-1481,50.8%,16-23,41.0%,94,72.3%,29.7%,3.4%,3.9%,58.3%,66.7%,49.3%,59.4%,41.6%,50.4%,1.02
Grass,35,19,16,54.3%,53-51,51.0%,524-530,49.7%,15-6,71.4%,33,81.6%,18.0%,5.7%,6.2%,60.2%,74.4%,48.4%,64.0%,35.6%,49.6%,0.99
Carpet,122,70,52,57.4%,152-124,55.1%,1413-1288,52.3%,25-25,50.0%,114,79.5%,25.8%,6.9%,3.8%,55.6%,73.0%,53.1%,64.2%,39.1%,51.5%,1.09
Grand Slams,75,42,33,56.0%,139-107,56.5%,1214-1116,52.1%,20-10,66.7%,62,78.9%,25.5%,4.3%,4.1%,60.0%,72.4%,47.2%,62.3%,39.6%,50.8%,1.05
Masters,98,51,47,52.0%,117-114,50.6%,1153-1112,50.9%,16-24,40.0%,94,75.4%,27.4%,4.5%,3.6%,56.3%,69.1%,51.3%,61.4%,40.0%,50.6%,1.03
Other Tours,247,128,119,51.8%,280-271,50.8%,2703-2614,50.8%,41-45,47.7%,226,77.6%,25.1%,6.1%,4.5%,55.9%,71.6%,51.3%,62.7%,39.0%,50.7%,1.04
Best of 5,91,51,40,56.0%,168-134,55.6%,1504-1385,52.1%,25-16,61.0%,62,78.9%,25.5%,4.3%,4.1%,60.0%,72.4%,47.2%,62.3%,39.6%,50.8%,1.05
Best of 3,346,181,165,52.3%,400-383,51.1%,3874-3728,51.0%,58-68,46.0%,320,76.9%,25.8%,5.6%,4.2%,56.0%,70.9%,51.3%,62.3%,39.3%,50.7%,1.04
Finals,10,3,7,30.0%,8-17,32.0%,118-133,47.0%,1-4,20.0%,10,79.3%,16.8%,7.4%,2.4%,58.0%,75.0%,45.1%,62.4%,34.9%,48.8%,0.93
Semi-finals,19,10,9,52.6%,22-22,50.0%,221-212,51.0%,4-3,57.1%,19,78.9%,23.0%,6.3%,2.9%,54.4%,71.5%,55.2%,64.1%,38.2%,50.8%,1.06
Quarter-finals,40,19,21,47.5%,46-48,48.9%,457-446,50.6%,4-11,26.7%,40,79.3%,22.4%,7.0%,3.7%,55.9%,71.6%,54.1%,63.9%,37.4%,50.5%,1.04
vs Righties,347,181,166,52.2%,447-414,51.9%,4246-4075,51.0%,62-67,48.1%,301,76.6%,25.8%,5.4%,4.3%,56.4%,71.4%,50.0%,62.1%,39.4%,50.6%,1.04
vs Lefties,90,51,39,56.7%,121-103,54.0%,1132-1038,52.2%,21-17,55.3%,81,80.0%,25.4%,5.0%,3.7%,58.5%,70.7%,52.2%,63.0%,39.3%,51.0%,1.06
vs Top 10,53,14,39,26.4%,35-92,27.6%,516-698,42.5%,7-10,41.2%,44,70.6%,17.3%,5.2%,4.3%,54.5%,68.4%,48.7%,59.4%,35.3%,47.4%,0.87
