Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,7,Hard,15,8,7,53.3%,4,2,2,50.0%,1992,1998,R16,12,1.09,3.9%,3.3%,58.5%,70.5%,47.3%,60.8%,42.7%,59.6%,44.3%
Roland Garros,12,Clay,27,15,12,55.6%,5,2,3,40.0%,1987,1999,R16,17,1.12,3.3%,3.3%,61.9%,69.1%,49.2%,61.6%,43.1%,67.4%,39.6%
Wimbledon,7,Grass,16,9,7,56.3%,12,11,1,91.7%,1991,1997,R16,16,0.96,5.5%,5.3%,60.4%,75.7%,46.9%,64.3%,34.3%,56.9%,35.5%
US Open,7,Hard,17,10,7,58.8%,9,5,4,55.6%,1991,1997,R16,17,1.05,4.3%,3.9%,58.6%,73.5%,45.7%,62.0%,39.9%,59.1%,44.5%
Olympics,1,,2,1,1,50.0%,2,1,1,50.0%,1996,1996,R32,0,,,,,,,,,,
Davis Cup,6,,17,11,6,64.7%,11,6,5,54.5%,1992,1997,,0,,,,,,,,,,
Lyon,8,Carpet,18,10,8,55.6%,4,0,4,0.0%,1987,1997,F,16,1.16,8.1%,3.6%,54.4%,75.0%,53.0%,65.0%,40.5%,61.4%,43.3%
Toulouse,7,Hard,20,15,5,75.0%,7,4,3,57.1%,1988,1996,W,19,1.22,10.8%,2.7%,54.3%,76.3%,56.7%,67.4%,39.8%,63.4%,44.4%
Miami Masters,7,Hard,15,8,7,53.3%,5,2,3,40.0%,1991,1997,SF,15,0.98,3.6%,3.2%,53.6%,69.7%,51.9%,61.5%,38.0%,67.5%,37.5%
Rome Masters,7,Clay,9,2,7,22.2%,4,2,2,50.0%,1990,1997,R32,8,0.91,2.5%,3.3%,61.2%,65.1%,45.4%,57.5%,38.7%,57.1%,36.8%
Paris Masters,6,Carpet,19,13,6,68.4%,8,3,5,37.5%,1991,1996,SF,18,1.16,6.1%,2.7%,55.3%,74.3%,55.4%,65.9%,39.7%,64.2%,44.9%
Monte Carlo Masters,6,Clay,13,7,6,53.8%,7,3,4,42.9%,1992,1997,SF,13,1.05,2.6%,3.7%,58.0%,65.0%,48.1%,57.9%,44.2%,57.0%,45.7%
