Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2017,252,205,96,1703,104,1646,84,1669,80,1606,268,225,,
2015,470,83,114,1664,101,1638,,,95,1586,372,180,,
2014,77,675,15,1982,16,1903,16,1917,,,287,230,,
2013,12,2435,11,1998,12,1919,16,1905,11,1873,93,810,57,1670
2012,21,1695,22,1913,31,1822,31,1807,20,1799,406,145,,
2011,205,237,84,1717,94,1651,118,1602,62,1643,408,135,,
2010,372,110,,,,,,,,,,,,
2009,18,1855,18,1949,21,1855,30,1807,6,1889,130,520,,
2008,82,525,27,1887,22,1837,64,1724,23,1776,677,55,,
2007,12,1720,24,1892,22,1843,46,1737,19,1778,,,,
2006,11,1890,13,1959,9,1915,25,1828,13,1813,491,85,,
2005,45,755,30,1871,27,1815,29,1803,20,1751,397,110,,
2004,17,1330,12,1939,9,1897,29,1833,27,1742,335,130,,
2002,11,2020,10,1976,10,1925,8,1958,,,729,35,,
2001,8,2285,2,2090,2,2052,5,1972,11,1848,133,500,,
2000,23,1145,16,1936,12,1910,15,1891,18,1776,696,35,,
1999,11,1921,15,1952,12,1908,8,1923,16,1801,689,40,,
1998,34,1044,22,1937,26,1856,13,1923,34,1733,213,312,,
1997,45,885,44,1855,43,1786,39,1825,54,1654,290,190,,
1996,170,255,91,1770,77,1721,130,1639,,,973,14,,
1994,1198,2,,,,,,,,,,,,
1993,1071,3,,,,,,,,,,,,
