Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,14,Hard,40,26,14,65.0%,20,11,9,55.0%,1998,2017,SF,39,1.10,9.7%,3.5%,58.4%,75.0%,52.2%,65.5%,38.0%,62.8%,42.8%
Roland Garros,13,Clay,37,24,13,64.9%,19,10,9,52.6%,1998,2014,QF,37,1.04,7.7%,5.0%,57.4%,72.4%,50.7%,63.1%,38.4%,63.7%,37.8%
Wimbledon,16,Grass,40,24,16,60.0%,29,13,16,44.8%,1997,2017,SF,39,1.05,8.9%,5.5%,61.9%,77.2%,50.7%,67.1%,34.5%,60.7%,36.6%
US Open,17,Hard,51,34,17,66.7%,29,19,10,65.5%,1996,2015,QF,51,1.12,9.6%,4.8%,58.6%,73.5%,52.5%,64.8%,39.6%,58.9%,44.2%
Olympics,2,,8,6,2,75.0%,2,1,1,50.0%,2000,2004,F,0,,,,,,,,,,
Davis Cup,9,,26,19,7,73.1%,17,10,7,58.8%,1998,2007,,0,,,,,,,,,,
Halle,15,Grass,39,26,13,66.7%,19,11,8,57.9%,1997,2017,W,39,1.10,10.3%,5.2%,60.9%,78.5%,56.1%,69.8%,33.3%,71.6%,34.4%
Indian Wells Masters,14,Hard,39,25,14,64.1%,17,9,8,52.9%,1998,2014,QF,37,1.06,6.9%,4.4%,57.3%,72.1%,50.5%,62.9%,39.5%,61.9%,42.9%
Cincinnati Masters,14,Hard,30,16,14,53.3%,14,5,9,35.7%,1997,2013,QF,30,1.04,11.2%,5.4%,58.3%,76.4%,52.2%,66.3%,35.1%,64.4%,34.1%
Miami Masters,14,Hard,28,14,14,50.0%,11,5,6,45.5%,1997,2017,SF,27,1.03,6.7%,4.5%,58.1%,71.0%,51.7%,62.9%,38.1%,57.2%,39.3%
Memphis,13,Hard,38,28,10,73.7%,15,8,7,53.3%,1998,2013,W,37,1.17,12.4%,4.7%,60.3%,77.6%,55.8%,68.9%,36.2%,68.0%,38.5%
Vienna,12,Hard,37,27,10,73.0%,12,9,3,75.0%,1997,2015,W,37,1.10,9.5%,3.8%,59.9%,75.0%,51.2%,65.4%,38.1%,59.2%,45.7%
Canada Masters,12,Hard,33,21,12,63.6%,16,9,7,56.3%,1997,2013,SF,33,1.11,9.9%,4.9%,58.0%,76.3%,54.2%,67.0%,36.6%,66.7%,33.6%
Munich,12,Clay,32,21,11,65.6%,12,10,2,83.3%,1998,2017,W,32,1.11,7.3%,3.1%,59.9%,74.3%,53.8%,66.1%,37.7%,54.5%,40.2%
Rome Masters,12,Clay,25,13,12,52.0%,5,2,3,40.0%,1997,2017,F,25,1.00,5.2%,4.0%,58.1%,67.3%,53.4%,61.4%,38.6%,61.2%,42.9%
Paris Masters,11,Hard,27,16,11,59.3%,12,7,5,58.3%,1998,2013,SF,26,1.03,10.0%,5.7%,56.7%,77.3%,50.3%,65.6%,35.6%,60.7%,35.8%
Houston,10,Clay,26,17,9,65.4%,8,4,4,50.0%,2002,2017,W,25,1.17,6.5%,5.3%,58.2%,75.1%,52.8%,65.8%,39.9%,63.3%,40.1%
